이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
송찬의,23, DH,-0.32,-0.22,-0.10,19,22,22,18,2,1,1,0,0,2,1,1,0,4,0,0,6,0,0,0,0.056,0.227,0.111,0.338,-0.133,-8.6
윤진호,19, SS,-0.33,-0.72,0.39,106,62,60,59,6,6,2,0,1,11,5,1,1,1,0,0,13,0,2,0,0.102,0.117,0.186,0.303,-0.174,-39.6
허도환,24, C,-0.35,-0.09,-0.26,31,69,64,52,8,10,2,0,0,12,8,0,0,5,6,0,18,2,5,1,0.192,0.328,0.231,0.559,-0.060,56.1
백승현,19, 3B,-0.35,-0.31,-0.05,14,30,30,30,1,5,1,0,0,6,0,1,0,0,0,0,10,1,0,0,0.167,0.167,0.200,0.367,-0.157,-29.7
김범석,23, 1B,-0.37,-0.10,-0.27,10,29,29,27,3,3,1,0,1,7,4,0,0,1,0,0,5,1,0,1,0.111,0.138,0.259,0.397,-0.106,14.5
안익훈,21, CF,-0.41,-0.11,-0.30,48,16,16,14,4,2,1,0,0,3,1,0,0,0,2,0,2,1,0,0,0.143,0.250,0.214,0.464,-0.093,27.8
문보경,24, 3B,-0.42,0.86,-1.28,65,255,252,216,29,56,10,1,7,89,35,3,5,30,0,2,45,7,1,8,0.259,0.339,0.412,0.751,-0.001,96.9
전민수,19, RF,-0.43,0.00,-0.43,75,106,105,96,8,23,7,0,0,30,8,2,1,9,0,0,18,4,1,0,0.240,0.305,0.313,0.618,-0.048,63.7
김민성,22, 3B,-0.44,-0.13,-0.31,92,157,154,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,0.207,0.273,0.300,0.573,-0.061,51.9
이천웅,21, CF,-0.45,0.05,-0.50,68,211,210,181,20,36,7,0,2,49,16,3,2,25,3,0,23,11,1,1,0.199,0.305,0.271,0.576,-0.048,64.3
보어,21, 1B,-0.46,-0.15,-0.30,32,117,117,100,7,17,2,0,3,28,17,0,0,11,3,0,30,2,0,3,0.170,0.265,0.280,0.545,-0.054,59.6
이재원,20, RF,-0.46,-0.33,-0.13,16,22,22,20,1,1,0,0,0,1,0,0,0,2,0,0,11,0,0,0,0.050,0.136,0.050,0.186,-0.231,-73.0
손호영,23, SS,-0.53,-0.20,-0.33,27,45,45,44,8,9,0,0,1,12,6,2,1,1,0,0,12,5,0,0,0.205,0.222,0.273,0.495,-0.098,21.0
서건창,23, 2B,-0.53,-0.11,-0.42,44,126,123,110,14,22,5,2,0,31,12,3,3,10,0,0,14,5,3,3,0.200,0.260,0.282,0.542,-0.053,59.9
김재성,21, C,-0.58,-0.41,-0.17,58,73,72,65,6,9,2,1,1,16,3,1,0,5,1,0,13,2,1,1,0.138,0.208,0.246,0.454,-0.116,10.4
허도환,23, C,-0.58,-0.20,-0.39,47,81,74,64,8,9,3,0,2,18,10,0,0,3,6,0,20,3,7,1,0.141,0.243,0.281,0.524,-0.081,40.7
정상호,19, C,-0.58,-0.41,-0.17,22,24,24,24,1,2,1,0,0,3,2,0,0,0,0,0,11,3,0,0,0.083,0.083,0.125,0.208,-0.221,-83.9
양종민,19, 3B,-0.69,-0.58,-0.10,18,49,47,44,1,6,2,0,0,8,5,0,0,2,0,0,15,3,2,1,0.136,0.170,0.182,0.352,-0.158,-24.9
김기연,23, C,-0.73,-0.15,-0.58,28,40,39,34,3,4,0,0,0,4,2,1,0,5,0,0,10,0,1,0,0.118,0.231,0.118,0.349,-0.093,27.4
정근우,20, 2B,-0.81,0.05,-0.85,72,177,173,154,23,37,4,0,1,44,14,7,2,17,2,1,23,4,3,1,0.240,0.322,0.286,0.608,-0.054,62.4
정주현,23, 1B,-0.81,0.25,-1.06,89,101,98,88,17,24,2,0,1,29,12,1,5,9,0,0,16,1,2,1,0.273,0.337,0.330,0.667,-0.009,96.9
