이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
에레디아,23, CF,0.077,13,11,94.1,22,21,1,0,100.0,2.10,0.80,-0.14,0.13,,,,,,0.79,0.93,0.00,0.79,0.077
고명준,23, 1B,0.074,1,1,5.0,7,7,0,0,100.0,12.60,0.81,,0.01,,,,,,0.83,59.43,-0.06,0.77,0.080
하재훈,23, RF,0.072,28,23,208.0,47,44,2,1,97.9,1.99,1.78,-0.01,-0.09,,,,,,1.68,3.14,-0.93,0.75,0.162
안상현,21, 2B,0.072,20,9,82.0,49,22,25,2,95.9,5.16,1.04,,-0.40,-0.24,,,,,0.40,1.55,0.35,0.75,0.038
정진기,20, LF,0.069,10,6,48.2,19,18,0,1,94.7,3.33,1.96,-0.51,-0.45,,,,,,1.00,2.89,-0.22,0.78,0.088
한유섬,22, RF,0.067,120,114,979.2,214,210,4,0,100.0,1.97,3.31,0.55,1.73,,,,,,5.60,5.97,-4.92,0.68,0.547
김찬형,24, SS,0.064,1,0,3.0,2,2,0,0,100.0,6.00,0.65,,0.01,,,,,,0.66,18.93,0.02,0.68,0.062
김창평,21, LF,0.064,7,2,23.0,3,3,0,0,100.0,1.17,-0.01,0.73,0.02,,,,,,0.74,2.67,-0.07,0.67,0.071
김창평,21, SS,0.063,3,0,6.0,3,1,2,0,100.0,4.50,0.56,,0.01,,,,,,0.57,2.07,0.08,0.65,0.055
유서준,20, 3B,0.056,6,0,10.0,4,1,3,0,100.0,3.60,0.63,,0.01,,,,,,0.64,3.27,0.00,0.64,0.056
최상민,22, CF,0.055,4,1,14.0,8,8,0,0,100.0,5.14,0.39,0.15,0.02,,,,,,0.56,3.00,0.00,0.56,0.055
최항,21, 2B,0.054,17,14,99.1,61,30,28,3,95.1,5.26,0.08,,0.13,-0.17,,,,,0.04,0.16,0.53,0.57,0.004
김성현,24, 2B,0.052,13,9,83.0,39,14,24,1,97.4,4.12,0.27,,-0.21,0.14,,,,,0.20,1.55,0.34,0.54,0.019
이현석,19, C,0.049,2,1,9.0,7,7,0,0,100.0,7.00,0.00,,0.03,,,,0.16,0.24,0.43,31.02,0.07,0.50,0.042
채현우,20, CF,0.049,3,0,8.0,2,2,0,0,100.0,2.25,0.55,0.00,0.01,,,,,,0.55,4.97,0.00,0.55,0.049
이흥련,22, C,0.046,22,15,139.0,114,109,5,0,100.0,7.38,0.51,,0.42,,0.09,-0.62,-0.07,-1.19,-0.85,-5.59,1.32,0.47,-0.083
최준우,24, 3B,0.045,4,0,6.0,4,1,3,0,100.0,6.00,0.46,,0.02,,,,,,0.48,4.59,0.00,0.48,0.045
강진성,24, 1B,0.044,2,1,9.0,7,6,1,0,100.0,7.00,0.53,,0.02,,,,,,0.55,4.93,-0.08,0.47,0.052
추신수,22, RF,0.041,2,2,17.0,4,4,0,0,100.0,2.12,0.48,,0.03,,,,,,0.51,0.65,-0.09,0.42,0.049
김성현,22, SS,0.040,20,12,94.1,49,16,32,1,98.0,4.58,0.04,,0.16,-0.60,,,,,-0.41,-0.45,0.82,0.41,-0.040
오태곤,20, SS,0.040,3,2,17.0,10,4,5,1,90.0,4.76,0.77,,-0.49,,,,,,0.28,0.43,0.18,0.46,0.025
정진기,20, RF,0.037,25,19,184.1,52,49,0,3,94.2,2.39,3.17,-0.61,-1.30,,,,,,1.27,3.65,-0.85,0.42,0.112
정의윤,20, LF,0.034,27,19,160.0,41,41,0,0,100.0,2.31,0.42,0.52,0.21,,,,,,1.15,2.18,-0.77,0.38,0.102
최항,21, 3B,0.030,2,1,7.0,5,1,4,0,100.0,6.43,0.03,,0.01,0.28,,,,,0.32,1.35,0.00,0.32,0.030
김강민,23, CF,0.030,33,22,202.1,60,57,3,0,100.0,2.67,-0.56,0.60,0.27,,,,,,0.31,0.64,0.00,0.31,0.030
김민준,20, LF,0.030,8,0,15.1,2,2,0,0,100.0,1.17,0.37,,0.02,,,,,,0.39,4.66,-0.05,0.34,0.034
김재현,19, LF,0.030,14,1,26.0,4,4,0,0,100.0,1.38,0.22,0.11,0.03,,,,,,0.36,0.63,-0.06,0.30,0.036
안상현,23, SS,0.028,6,0,10.0,3,1,2,0,100.0,2.70,-0.15,,0.03,0.33,,,,,0.21,0.51,0.08,0.29,0.020
강진성,24, LF,0.027,1,0,3.0,1,1,0,0,100.0,3.00,0.30,,0.00,,,,,,0.30,2.74,-0.02,0.28,0.029
최상민,23, RF,0.027,23,2,46.2,13,13,0,0,100.0,2.51,0.37,-0.07,0.09,,,,,,0.40,1.12,-0.12,0.28,0.038
오태곤,22, 3B,0.027,1,0,2.0,1,0,1,0,100.0,4.50,0.27,,0.00,,,,,,0.27,0.30,0.00,0.27,0.027
오준혁,21, LF,0.026,4,1,12.0,3,3,0,0,100.0,2.25,0.29,0.03,0.01,,,,,,0.34,1.86,-0.06,0.28,0.032
유서준,20, RF,0.026,3,0,6.0,2,2,0,0,100.0,3.00,0.16,0.14,0.01,,,,,,0.31,1.60,-0.02,0.29,0.027
김창평,24, RF,0.023,1,1,4.0,3,3,0,0,100.0,6.75,0.25,,0.01,,,,,,0.26,6.34,-0.02,0.24,0.025
정준재,24, SS,0.022,1,0,2.0,1,0,1,0,100.0,4.50,0.21,,0.01,,,,,,0.21,1.71,0.02,0.23,0.020
정현,19, SS,0.022,13,4,40.0,18,7,11,0,100.0,4.05,-0.26,,0.06,0.18,,,,,-0.02,-0.11,0.24,0.22,-0.002
채현우,20, RF,0.022,2,0,4.0,1,1,0,0,100.0,2.25,0.12,0.14,0.01,,,,,,0.26,2.38,-0.02,0.24,0.023
정진기,19, LF,0.019,2,0,6.0,1,1,0,0,100.0,1.50,0.10,0.11,0.01,,,,,,0.22,2.39,-0.02,0.20,0.021
배영섭,19, LF,0.017,19,13,119.2,26,26,0,0,100.0,1.96,0.66,-0.08,0.12,,,,,,0.70,3.34,-0.52,0.18,0.068
강승호,19, SS,0.017,6,3,29.0,14,5,8,1,92.9,4.03,-0.51,,0.04,0.42,,,,,-0.05,-0.45,0.22,0.17,-0.005
석정우,22, 2B,0.016,3,1,9.1,8,4,4,0,100.0,7.71,0.12,,0.01,,,,,,0.13,2.16,0.03,0.16,0.013
이정범,23, RF,0.016,3,3,18.0,3,3,0,0,100.0,1.50,0.17,0.06,0.04,,,,,,0.26,2.51,-0.10,0.16,0.025
오태곤,24, 3B,0.014,2,0,5.0,2,0,2,0,100.0,3.60,0.13,,0.02,,,,,,0.15,0.40,0.00,0.15,0.014
김규남,22, LF,0.012,1,0,2.0,0,0,0,0,,0.00,-0.19,0.32,0.00,,,,,,0.14,9.85,-0.01,0.13,0.013
안상현,24, 2B,0.012,28,22,176.0,86,29,53,4,95.3,4.19,-0.52,,0.11,-0.14,,,,,-0.55,-2.82,0.67,0.12,-0.052
정현승,24, RF,0.011,5,2,24.0,2,2,0,0,100.0,0.75,0.24,-0.11,0.07,,,,,,0.20,5.78,-0.09,0.11,0.019
김규남,21, RF,0.010,1,0,3.0,1,1,0,0,100.0,3.00,0.12,,0.00,,,,,,0.12,4.49,-0.02,0.10,0.012
오태곤,20, LF,0.003,28,21,168.2,40,39,1,0,100.0,2.13,-0.35,1.02,0.22,,,,,,0.88,1.35,-0.85,0.03,0.078
안상현,21, SS,0.002,3,0,3.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.02,0.02,0.02,0.000
안상현,22, SS,0.002,1,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,0.02,0.02,0.000
정준재,24, 3B,0.001,3,0,4.1,0,0,0,0,,0.00,0.00,,0.02,,,,,,0.02,0.12,0.00,0.02,0.001
정상호,21, C,0.001,3,1,9.0,5,4,0,1,80.0,4.00,0.00,,-0.47,,,-0.04,0.05,0.43,-0.03,-1.67,0.05,0.01,-0.003
최항,21, 1B,0.001,4,0,5.2,4,4,0,0,100.0,6.35,0.03,,0.00,,,,,,0.03,0.13,-0.02,0.01,0.003
최준우,22, 2B,0.000,6,4,25.0,21,9,11,1,95.2,7.20,0.59,,-0.45,-0.25,,,,,-0.11,-1.53,0.11,0.00,-0.010
배영섭,19, CF,0.000,2,0,3.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.02,0.00,0.00,0.000
오태곤,21, 3B,0.000,2,0,3.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,0.00,0.00,0.000
박성한,20, 3B,0.000,1,0,2.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,0.00,0.00,0.000
유서준,21, CF,0.000,1,0,2.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,0.00,0.00,0.000
서진용,21, P,0.000,65,0,67.1,7,2,5,0,100.0,0.94,,,,,,,,,0.00,0.00,0.00,0.00,0.000
문승원,24, P,0.000,24,0,26.2,4,1,3,0,100.0,1.35,,,,,,,,,0.00,0.00,0.00,0.00,0.000
고명준,23, 3B,0.000,1,0,1.1,0,0,0,0,,0.00,-0.01,,0.00,,,,,,0.00,-0.05,0.00,0.00,0.000
김건웅,23, 1B,0.000,1,1,9.0,6,6,0,0,100.0,6.00,0.04,,0.02,,,,,,0.06,8.14,-0.06,0.00,0.005
하재훈,22, RF,-0.001,1,0,3.0,0,0,0,0,,0.00,0.00,,0.01,,,,,,0.00,0.01,-0.01,-0.01,0.000
강진성,23, RF,-0.001,2,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,-0.01,-0.01,0.000
로맥,20, LF,-0.001,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,-0.01,-0.01,0.000
오태곤,20, RF,-0.001,13,12,91.0,27,27,0,0,100.0,2.67,0.43,-0.11,0.12,,,,,,0.45,0.69,-0.46,-0.01,0.040
이흥련,21, C,-0.001,87,38,369.0,324,301,22,1,99.7,7.88,-0.14,,0.69,,-0.04,-1.59,-0.82,-1.43,-3.33,-5.32,3.31,-0.01,-0.318
오태곤,24, LF,-0.002,5,2,19.2,4,4,0,0,100.0,1.83,-0.03,0.10,0.02,,,,,,0.09,0.24,-0.11,-0.02,0.009
오태곤,22, RF,-0.003,16,3,42.1,16,15,1,0,100.0,3.40,0.50,-0.42,0.07,,,,,,0.15,0.17,-0.18,-0.03,0.015
김찬형,24, 2B,-0.003,2,1,11.0,5,4,1,0,100.0,4.09,-0.10,,0.04,,,,,,-0.06,-1.78,0.03,-0.03,-0.006
이거연,20, 1B,-0.003,2,0,4.0,3,3,0,0,100.0,6.75,0.00,,0.00,,,,,,0.00,0.06,-0.04,-0.04,0.000
임재현,19, LF,-0.005,3,0,5.0,1,1,0,0,100.0,1.80,-0.20,0.16,0.00,,,,,,-0.04,-0.86,-0.01,-0.05,-0.004
임재현,19, RF,-0.006,1,1,6.0,0,0,0,0,,0.00,-0.17,0.12,0.01,,,,,,-0.04,-0.91,-0.02,-0.06,-0.004
최항,20, 3B,-0.006,8,2,24.0,6,2,4,0,100.0,2.25,0.44,,0.01,-0.52,,,,,-0.07,-0.22,0.00,-0.07,-0.006
최항,22, 3B,-0.008,3,2,13.0,2,0,2,0,100.0,1.38,0.19,,0.01,-0.29,,,,,-0.09,-0.83,0.00,-0.09,-0.008
이현석,22, C,-0.012,9,3,35.0,28,25,2,1,96.4,6.94,0.00,,-0.38,,,-0.28,0.62,-0.35,-0.38,-6.16,0.26,-0.12,-0.038
정의윤,20, RF,-0.012,3,3,14.0,3,2,1,0,100.0,1.93,-0.33,0.25,0.02,,,,,,-0.06,-0.11,-0.08,-0.14,-0.005
오태곤,20, 3B,-0.013,9,9,64.0,19,8,10,1,94.7,2.53,-1.01,,0.04,0.19,0.63,,,,-0.14,-0.22,0.00,-0.14,-0.013
이정범,22, RF,-0.014,2,2,14.0,7,5,1,1,85.7,3.86,-0.41,0.78,-0.46,,,,,,-0.08,-1.74,-0.06,-0.14,-0.008
석정우,22, SS,-0.014,3,1,7.1,3,1,2,0,100.0,3.68,-0.20,,0.01,,,,,,-0.19,-3.00,0.04,-0.15,-0.018
최지훈,23, RF,-0.015,19,9,87.0,25,23,2,0,100.0,2.59,-0.27,0.36,0.17,,,,,,0.26,0.32,-0.42,-0.16,0.025
한유섬,23, LF,-0.016,11,9,69.0,17,16,0,1,94.1,2.09,1.24,-0.69,-0.37,,,,,,0.18,0.23,-0.34,-0.16,0.017
이정범,22, LF,-0.019,1,1,4.0,0,0,0,0,,0.00,-0.18,,0.01,,,,,,-0.18,-3.64,-0.02,-0.20,-0.017
최상민,23, LF,-0.020,5,1,11.1,0,0,0,0,,0.00,-0.31,0.11,0.02,,,,,,-0.18,-0.50,-0.03,-0.21,-0.017
정진기,21, CF,-0.020,2,2,14.0,5,3,1,1,80.0,2.57,0.05,0.23,-0.48,,,,,,-0.21,-0.35,0.00,-0.21,-0.020
윤석민,20, 1B,-0.021,7,4,38.0,35,33,2,0,100.0,8.29,0.09,,0.03,,,,,,0.12,0.51,-0.36,-0.24,0.011
김규남,21, LF,-0.022,2,2,11.0,3,3,0,0,100.0,2.45,-0.28,0.09,0.01,,,,,,-0.18,-6.48,-0.05,-0.23,-0.017
김정민,23, RF,-0.022,5,0,8.0,2,2,0,0,100.0,2.25,-0.16,-0.07,0.02,,,,,,-0.21,-3.80,-0.02,-0.23,-0.020
유서준,20, 2B,-0.023,5,0,7.0,4,2,2,0,100.0,5.14,-0.31,,0.01,,,,,,-0.30,-1.54,0.04,-0.26,-0.026
정현,20, 2B,-0.023,7,1,12.2,11,4,7,0,100.0,7.82,-0.30,,0.01,,,,,,-0.29,-0.46,0.02,-0.27,-0.025
남태혁,19, 1B,-0.024,2,2,13.0,12,12,0,0,100.0,8.31,-0.12,,0.01,,,,,,-0.10,-1.24,-0.14,-0.24,-0.010
추신수,24, RF,-0.025,5,5,34.0,6,6,0,0,100.0,1.59,-0.29,0.10,0.11,,,,,,-0.08,-0.52,-0.19,-0.27,-0.007
안상현,23, 2B,-0.026,45,14,169.0,94,38,54,2,97.9,4.90,0.12,,-0.38,-0.55,,,,,-0.82,-2.04,0.55,-0.27,-0.079
최준우,19, 3B,-0.027,1,0,2.0,0,0,0,0,,0.00,-0.28,,0.00,,,,,,-0.27,-2.63,0.00,-0.27,-0.027
김창평,21, RF,-0.030,6,0,8.2,1,1,0,0,100.0,1.04,-0.20,-0.10,0.01,,,,,,-0.29,-1.04,-0.02,-0.31,-0.028
