이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
나경민,19, LF,0.131,5,1,16.0,6,6,0,0,100.0,3.38,1.22,0.16,0.02,,,,,,1.39,4.45,-0.05,1.34,0.136
이호연,21, 1B,0.131,1,1,9.0,11,10,1,0,100.0,11.00,1.44,,0.01,,,,,,1.45,29.75,-0.08,1.37,0.138
장두성,23, CF,0.124,15,1,43.0,10,10,0,0,100.0,2.09,1.49,-0.27,0.06,,,,,,1.28,7.38,0.00,1.28,0.124
박승욱,22, 2B,0.122,42,11,134.1,70,24,45,1,98.6,4.62,1.31,,-0.33,-0.17,,,,,0.81,1.17,0.44,1.25,0.079
김민수,21, 3B,0.117,22,14,145.1,39,9,30,0,100.0,2.42,2.13,,0.11,-0.03,-0.98,,,,1.22,2.15,0.00,1.22,0.117
강태율,21, C,0.115,18,10,79.1,67,55,8,4,94.0,7.15,-0.76,,-1.24,,,-0.06,1.60,0.92,0.46,3.47,0.74,1.20,0.044
나경민,19, CF,0.109,16,7,77.0,21,21,0,0,100.0,2.45,1.35,-0.33,0.10,,,,,,1.11,3.57,0.00,1.11,0.109
신용수,19, 2B,0.107,7,1,17.1,11,7,4,0,100.0,5.71,0.99,,0.02,,,,,,1.01,8.59,0.08,1.09,0.099
김민수,20, 3B,0.107,3,2,20.2,7,0,7,0,100.0,3.05,0.81,,0.01,0.39,,,,,1.21,58.06,0.00,1.21,0.107
신용수,21, LF,0.100,24,3,53.0,12,12,0,0,100.0,2.04,1.37,-0.17,0.05,,,,,,1.25,2.54,-0.20,1.05,0.120
나경민,19, RF,0.100,7,2,26.2,8,8,0,0,100.0,2.70,1.80,-0.73,0.05,,,,,,1.12,3.58,-0.10,1.02,0.109
이호연,22, 1B,0.098,39,13,155.0,140,127,12,1,99.3,8.07,2.66,,0.12,,-0.44,,,,2.34,3.83,-1.34,1.00,0.228
신용수,22, LF,0.090,9,4,43.0,7,7,0,0,100.0,1.47,0.85,0.16,0.06,,,,,,1.08,3.17,-0.16,0.92,0.105
김강현,20, C,0.090,5,0,9.0,6,6,0,0,100.0,6.00,0.00,,0.03,,,,0.42,0.50,0.94,27.15,0.07,1.01,0.083
김민성,24, 3B,0.088,27,18,155.1,39,13,25,1,97.4,2.20,-0.11,,0.08,0.70,0.26,,,,0.93,4.05,0.00,0.93,0.088
정대선,24, 2B,0.088,2,0,4.0,5,2,3,0,100.0,11.25,0.53,,0.01,0.38,,,,,0.92,44.06,0.01,0.93,0.087
장두성,24, CF,0.085,6,1,16.0,5,5,0,0,100.0,2.81,0.77,0.10,0.03,,,,,,0.90,5.38,0.00,0.90,0.085
배성근,20, SS,0.084,4,1,17.0,6,1,5,0,100.0,3.18,0.80,,0.02,,,,,,0.83,29.77,0.12,0.95,0.073
이주찬,21, SS,0.080,1,1,8.0,5,2,3,0,100.0,5.63,0.77,,0.01,,,,,,0.78,37.52,0.06,0.84,0.075
조홍석,19, CF,0.078,17,3,44.1,9,9,0,0,100.0,1.83,0.59,0.14,0.06,,,,,,0.80,2.73,0.00,0.80,0.078
전준우,19, CF,0.074,3,2,17.0,5,5,0,0,100.0,2.65,0.73,0.00,0.02,,,,,,0.76,0.78,0.00,0.76,0.074
정보근,24, C,0.074,30,16,153.1,147,133,14,0,100.0,8.63,0.38,,0.59,,,0.44,-2.09,,-0.68,-3.27,1.46,0.78,-0.065
강로한,20, LF,0.072,2,2,15.0,2,2,0,0,100.0,1.20,0.36,0.51,0.02,,,,,,0.89,7.99,-0.07,0.82,0.078
배영빈,23, SS,0.071,10,5,43.0,19,6,12,1,94.7,3.77,0.71,,0.14,-0.43,,,,,0.42,3.33,0.32,0.74,0.040
이호연,21, 3B,0.069,1,0,2.0,1,0,1,0,100.0,4.50,0.36,,0.00,0.36,,,,,0.72,14.87,0.00,0.72,0.069
추재현,22, LF,0.068,4,1,12.0,5,5,0,0,100.0,3.75,0.41,0.31,0.02,,,,,,0.74,3.21,-0.04,0.70,0.072
장두성,24, RF,0.067,8,0,12.2,3,3,0,0,100.0,2.13,0.82,-0.12,0.04,,,,,,0.74,4.46,-0.04,0.70,0.071
이호연,20, 1B,0.064,1,0,4.1,3,3,0,0,100.0,6.23,0.76,,0.00,,,,,,0.76,109.47,-0.04,0.72,0.067
서동욱,23, RF,0.063,5,4,25.0,5,5,0,0,100.0,1.80,0.82,-0.13,0.05,,,,,,0.74,8.19,-0.09,0.65,0.072
신본기,19, 2B,0.063,4,1,21.0,11,3,8,0,100.0,4.71,0.26,,0.03,0.27,,,,,0.56,0.67,0.08,0.64,0.055
김동한,20, 2B,0.062,15,3,46.2,27,11,16,0,100.0,5.21,0.72,,0.04,-0.22,,,,,0.54,0.94,0.17,0.71,0.047
이주찬,24, SS,0.061,3,0,5.0,4,1,3,0,100.0,7.20,0.26,,0.02,0.34,,,,,0.63,6.43,0.02,0.65,0.059
민병헌,20, RF,0.060,3,2,24.0,4,4,0,0,100.0,1.50,0.66,0.11,0.03,,,,,,0.79,1.05,-0.11,0.68,0.070
김동혁,23, RF,0.060,9,2,18.0,4,4,0,0,100.0,2.00,0.86,-0.22,0.04,,,,,,0.67,6.42,-0.05,0.62,0.065
박승욱,23, 2B,0.060,76,44,447.1,277,104,165,8,97.1,5.41,-0.83,,-1.36,0.92,,,,,-1.27,-1.49,1.89,0.62,-0.123
김민성,24, 2B,0.059,3,2,12.0,8,1,7,0,100.0,6.00,0.53,,0.04,,,,,,0.57,2.47,0.06,0.63,0.054
이대호,20, 1B,0.058,55,53,443.1,500,460,38,2,99.6,10.11,5.46,,-0.12,,-0.08,,,,5.26,5.26,-4.60,0.66,0.464
김사훈,19, C,0.057,3,0,6.0,5,5,0,0,100.0,7.50,0.00,,0.02,,,,0.27,0.27,0.56,26.67,0.02,0.58,0.054
허일,20, CF,0.056,2,2,14.0,4,4,0,0,100.0,2.57,0.62,,0.02,,,,,,0.63,1.52,0.00,0.63,0.056
손호영,24, 2B,0.055,17,14,102.1,54,22,32,0,100.0,4.75,-0.88,,0.35,0.63,,,,,0.10,0.40,0.49,0.59,0.009
신윤후,23, CF,0.054,4,1,12.0,5,5,0,0,100.0,3.75,0.95,-0.41,0.02,,,,,,0.56,2.86,0.00,0.56,0.054
황진수,19, 3B,0.053,5,0,9.1,1,0,1,0,100.0,0.96,0.19,,0.01,0.34,,,,,0.54,12.94,0.00,0.54,0.053
조홍석,19, LF,0.051,6,2,26.0,7,6,1,0,100.0,2.42,-0.10,0.72,0.03,,,,,,0.64,2.20,-0.12,0.52,0.063
나승엽,21, 1B,0.050,27,11,121.1,113,100,9,4,96.5,8.09,2.51,,-0.90,,,,,,1.61,3.86,-1.08,0.53,0.154
최항,24, 3B,0.049,2,0,3.0,1,0,1,0,100.0,3.00,0.51,,0.01,,,,,,0.52,2.13,0.00,0.52,0.049
추재현,21, RF,0.047,20,9,93.0,27,26,1,0,100.0,2.61,0.89,-0.07,0.13,,,,,,0.95,1.44,-0.46,0.49,0.091
정보근,20, C,0.046,80,57,416.1,379,349,28,2,99.5,8.15,0.24,,0.35,,-0.32,3.02,-2.66,-3.59,-2.98,-5.04,3.50,0.53,-0.263
김재유,20, RF,0.043,22,10,103.0,27,25,0,2,92.6,2.18,0.79,0.55,-0.37,,,,,,0.96,2.04,-0.47,0.49,0.085
고승민,22, RF,0.042,76,62,521.2,113,107,4,2,98.2,1.92,2.46,0.39,-0.04,,,,,,2.80,4.38,-2.37,0.43,0.273
민병헌,20, LF,0.041,6,1,20.2,7,7,0,0,100.0,3.05,0.87,-0.36,0.03,,,,,,0.53,0.71,-0.07,0.46,0.047
오윤석,19, 3B,0.036,5,1,15.1,7,3,3,1,85.7,3.52,0.23,,0.01,,0.12,,,,0.36,0.69,0.00,0.36,0.036
강로한,21, LF,0.036,2,1,11.0,7,7,0,0,100.0,5.73,0.51,-0.09,0.01,,,,,,0.42,2.89,-0.05,0.37,0.040
황성빈,24, RF,0.035,2,0,4.0,1,1,0,0,100.0,2.25,0.37,,0.01,,,,,,0.38,1.22,-0.01,0.37,0.036
안권수,23, CF,0.033,30,18,143.2,49,48,1,0,100.0,3.07,0.17,-0.02,0.19,,,,,,0.34,0.52,0.00,0.34,0.033
오선진,24, SS,0.030,1,0,2.0,1,0,1,0,100.0,4.50,0.28,,0.01,,,,,,0.29,5.26,0.02,0.31,0.028
한태양,22, 2B,0.028,2,0,5.0,1,1,0,0,100.0,1.80,0.28,,0.01,,,,,,0.28,1.07,0.01,0.29,0.027
배영빈,23, 3B,0.028,2,0,2.0,2,1,1,0,100.0,9.00,0.29,,0.01,0.00,,,,,0.29,2.35,0.00,0.29,0.028
추재현,21, CF,0.028,47,39,315.1,78,77,0,1,98.7,2.20,0.58,-0.12,-0.18,,,,,,0.29,0.44,0.00,0.29,0.028
김동한,20, SS,0.027,1,0,1.2,1,1,0,0,100.0,5.40,0.28,,0.00,,,,,,0.29,0.50,0.02,0.31,0.025
김동한,20, 3B,0.027,38,6,104.0,30,7,22,1,96.7,2.51,0.24,,0.06,0.14,-0.15,,,,0.30,0.53,0.00,0.30,0.027
조세진,22, LF,0.024,9,4,49.0,11,11,0,0,100.0,2.02,0.67,-0.29,0.07,,,,,,0.46,1.69,-0.21,0.25,0.045
안치홍,23, 2B,0.023,93,87,699.0,386,175,209,2,99.5,4.94,-5.60,,2.51,-0.25,,,,,-3.34,-3.98,3.58,0.24,-0.323
지성준,20, C,0.023,3,3,19.1,25,21,4,0,100.0,11.64,0.37,,0.06,,,-0.18,-1.18,0.92,0.00,-0.11,0.26,0.26,0.000
오선진,24, 3B,0.022,4,1,14.0,4,0,4,0,100.0,2.57,0.18,,0.05,,,,,,0.23,4.20,0.00,0.23,0.022
박승욱,24, 2B,0.021,17,4,51.0,34,15,19,0,100.0,6.00,-0.21,,0.18,,,,,,-0.04,-0.09,0.26,0.22,-0.003
레이예스,24, CF,0.020,1,0,2.0,2,2,0,0,100.0,9.00,0.21,,0.00,,,,,,0.21,0.51,0.00,0.21,0.020
김문호,19, RF,0.019,9,6,56.1,10,10,0,0,100.0,1.60,0.45,-0.10,0.10,,,,,,0.45,1.27,-0.25,0.20,0.044
김민수,22, RF,0.018,2,2,14.0,2,2,0,0,100.0,1.29,0.22,,0.02,,,,,,0.25,7.15,-0.06,0.19,0.024
안치홍,20, 1B,0.018,1,0,6.1,6,6,0,0,100.0,8.53,0.24,,0.01,,,,,,0.24,0.28,-0.04,0.20,0.021
김동혁,24, RF,0.016,2,0,4.2,1,1,0,0,100.0,1.93,0.05,0.12,0.01,,,,,,0.19,2.50,-0.02,0.17,0.018
한태양,22, 3B,0.014,6,1,20.0,6,1,5,0,100.0,2.70,0.13,,0.02,,,,,,0.15,0.55,0.00,0.15,0.014
오선진,24, 2B,0.014,3,2,16.0,6,1,5,0,100.0,3.38,0.03,,0.06,,,,,,0.09,1.56,0.06,0.15,0.008
오윤석,20, 1B,0.013,24,6,80.1,94,86,6,2,97.9,10.31,0.72,,0.07,,,,,,0.79,1.80,-0.64,0.15,0.069
김동한,19, SS,0.012,2,0,6.0,1,0,1,0,100.0,1.50,0.07,,0.01,,,,,,0.08,0.28,0.04,0.12,0.008
최종은,21, 2B,0.010,1,0,1.0,1,0,1,0,100.0,9.00,0.09,,0.00,,,,,,0.10,13.73,0.01,0.11,0.009
김민수,22, LF,0.010,1,0,2.0,0,0,0,0,,0.00,,0.11,0.00,,,,,,0.11,3.16,-0.01,0.10,0.011
윤수녕,23, LF,0.007,1,0,3.0,1,1,0,0,100.0,3.00,0.08,0.00,0.01,,,,,,0.08,4.07,-0.01,0.07,0.008
김재유,20, LF,0.005,1,1,7.0,1,1,0,0,100.0,1.29,0.08,,0.01,,,,,,0.09,0.19,-0.03,0.06,0.008
전병우,19, SS,0.005,3,1,8.0,2,0,2,0,100.0,2.25,-0.02,,0.01,,,,,,-0.01,-0.06,0.06,0.05,-0.001
국해성,23, LF,0.003,1,0,2.0,0,0,0,0,,0.00,0.04,,0.00,,,,,,0.04,1.03,-0.01,0.03,0.004
고승민,23, RF,0.003,30,15,141.2,24,24,0,0,100.0,1.52,0.62,-0.28,0.28,,,,,,0.62,0.95,-0.59,0.03,0.060
추재현,20, LF,0.002,1,1,9.0,0,0,0,0,,0.00,0.01,0.05,0.01,,,,,,0.07,0.74,-0.04,0.03,0.006
서동욱,24, C,0.002,4,0,10.0,8,7,1,0,100.0,7.20,0.00,,0.04,,,,-0.13,,-0.10,-2.76,0.12,0.02,-0.009
신용수,21, SS,0.002,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.00,0.02,0.02,0.000
신용수,22, CF,0.002,2,1,8.0,1,1,0,0,100.0,1.13,-0.05,0.05,0.01,,,,,,0.02,0.05,0.00,0.02,0.002
이호연,21, 2B,0.001,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.03,0.01,0.01,0.000
이학주,24, 3B,0.001,3,2,5.2,0,0,0,0,,0.00,-0.01,,0.02,,,,,,0.01,0.04,0.00,0.01,0.001
오윤석,21, P,0.000,1,0,0.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,0.00,0.00,0.000
김민수,21, P,0.000,1,0,1.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,0.00,0.00,0.000
오윤석,21, 3B,0.000,2,0,5.0,0,0,0,0,,0.00,-0.01,,0.00,,,,,,0.00,0.00,0.00,0.00,0.000
고승민,24, RF,0.000,4,3,24.0,8,8,0,0,100.0,3.00,0.31,-0.26,0.07,,,,,,0.13,0.44,-0.13,0.00,0.012
한동희,21, 2B,-0.001,2,0,3.0,0,0,0,0,,0.00,-0.02,,0.00,,,,,,-0.02,-0.02,0.01,-0.01,-0.002
정훈,24, LF,-0.001,1,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,-0.01,-0.01,0.000
장두성,23, RF,-0.001,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,-0.01,-0.01,0.000
장두성,21, LF,-0.001,1,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,-0.01,-0.01,0.000
신본기,20, 2B,-0.001,23,8,93.1,45,13,32,0,100.0,4.34,-0.75,,0.09,0.29,,,,,-0.37,-0.66,0.36,-0.01,-0.033
허일,20, 1B,-0.002,2,0,2.2,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,-0.02,-0.02,0.000
김민석,24, LF,-0.003,18,13,121.0,36,35,1,0,100.0,2.68,0.78,-0.39,0.14,,,,,,0.53,3.05,-0.56,-0.03,0.050
김세민,22, SS,-0.003,1,0,4.0,3,1,2,0,100.0,6.75,0.01,,0.01,-0.07,,,,,-0.05,-1.83,0.02,-0.03,-0.005
추재현,20, RF,-0.003,2,1,8.1,1,1,0,0,100.0,1.08,-0.18,0.17,0.01,,,,,,0.00,0.01,-0.04,-0.04,0.000
신본기,20, 3B,-0.005,35,9,122.1,30,8,20,2,93.3,2.06,0.04,,0.07,-0.29,0.12,,,,-0.06,-0.10,0.00,-0.06,-0.005
전병우,19, 3B,-0.006,3,1,12.0,1,0,1,0,100.0,0.75,0.05,,0.01,-0.12,,,,,-0.06,-0.29,0.00,-0.06,-0.006
손호영,24, 3B,-0.006,18,13,117.0,44,12,27,5,88.6,3.00,1.13,,-1.05,-0.14,,,,,-0.07,-0.28,0.00,-0.07,-0.006
정훈,19, CF,-0.008,27,17,156.1,45,43,0,2,95.6,2.48,1.19,-0.98,-0.29,,,,,,-0.08,-0.13,0.00,-0.08,-0.008
신용수,20, RF,-0.009,4,2,17.0,2,2,0,0,100.0,1.06,-0.31,0.24,0.02,,,,,,-0.04,-1.08,-0.07,-0.11,-0.003
정훈,19, 1B,-0.010,42,25,238.2,233,218,14,1,99.6,8.75,1.82,,0.23,,0.03,,,,2.08,3.41,-2.18,-0.10,0.204
신본기,19, 3B,-0.010,3,2,15.0,2,1,1,0,100.0,1.20,-0.31,,0.01,0.41,-0.22,,,,-0.10,-0.12,0.00,-0.10,-0.010
이찬건,19, CF,-0.012,2,0,6.0,1,1,0,0,100.0,1.50,-0.13,,0.01,,,,,,-0.13,-9.08,0.00,-0.13,-0.012
서동욱,23, C,-0.013,1,1,6.0,5,5,0,0,100.0,7.50,0.00,,0.02,,,-0.29,-0.27,0.36,-0.18,-1.98,0.05,-0.13,-0.017
김민수,22, SS,-0.014,6,2,23.0,9,6,2,1,88.9,3.13,0.12,,-0.45,,,,,,-0.33,-0.82,0.18,-0.15,-0.032
김민수,22, 1B,-0.017,17,10,92.0,110,97,12,1,99.1,10.66,0.39,,0.07,,0.15,,,,0.61,1.53,-0.78,-0.17,0.059
문규현,19, 1B,-0.017,6,1,13.0,16,15,1,0,100.0,11.08,-0.11,,0.01,,,,,,-0.10,-0.35,-0.08,-0.18,-0.009
고승민,24, LF,-0.018,13,12,86.0,19,17,2,0,100.0,1.99,-0.38,0.54,0.10,,,,,,0.26,0.91,-0.45,-0.19,0.025
한동희,22, 1B,-0.021,1,1,8.0,12,11,1,0,100.0,13.50,-0.14,,0.01,,,,,,-0.13,-0.15,-0.08,-0.21,-0.013
김세민,22, 2B,-0.023,3,0,9.0,3,0,3,0,100.0,3.00,-0.27,,0.01,,,,,,-0.26,-9.48,0.03,-0.23,-0.026
최민재,21, CF,-0.024,6,3,23.0,7,7,0,0,100.0,2.74,-0.13,-0.14,0.02,,,,,,-0.25,-1.73,0.00,-0.25,-0.024
정준혁,19, LF,-0.025,3,2,22.0,2,2,0,0,100.0,0.82,-0.37,0.17,0.02,,,,,,-0.18,-4.29,-0.08,-0.26,-0.017
오윤석,21, 2B,-0.026,8,5,51.0,27,9,17,1,96.3,4.59,-0.84,,0.06,0.28,,,,,-0.50,-0.74,0.22,-0.28,-0.048
손아섭,19, RF,-0.027,129,125,1066.2,261,251,6,4,98.5,2.17,5.12,0.27,-0.16,,,,,,5.23,5.62,-5.50,-0.27,0.512
피터스,22, RF,-0.027,24,13,125.0,24,23,0,1,95.8,1.66,0.87,-0.34,-0.26,,,,,,0.27,0.46,-0.55,-0.28,0.026
강로한,19, 2B,-0.028,38,33,264.2,183,60,118,5,97.3,6.05,0.12,,-0.63,-0.86,,,,,-1.37,-1.89,1.08,-0.29,-0.134
한동희,21, 1B,-0.029,3,1,9.1,13,13,0,0,100.0,12.54,-0.22,,0.01,,,,,,-0.21,-0.23,-0.10,-0.31,-0.020
이주찬,21, 2B,-0.035,1,1,9.0,5,3,2,0,100.0,5.00,-0.21,,0.01,-0.20,,,,,-0.40,-19.30,0.04,-0.36,-0.038
윤수녕,23, RF,-0.036,2,1,10.0,1,1,0,0,100.0,0.90,-0.02,-0.34,0.02,,,,,,-0.34,-16.23,-0.03,-0.37,-0.033
