이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
강태율,21, P,,1,0,0.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
배성근,21, P,,2,0,2.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
송재영,21, P,,19,0,14.2,2,1,1,0,100.0,1.23,,,,,,,,,0.00,0.00,,,0.000
박세웅,20, P,,28,28,147.1,28,6,20,2,92.9,1.59,,,,,,,,,0.00,,,,0.000
나원탁,21, P,,2,0,2.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
박진형,19, P,,40,0,40.1,6,1,4,1,83.3,1.12,,,,,,,,,0.00,0.00,,,0.000
최영환,23, P,,8,0,10.0,4,1,3,0,100.0,3.60,,,,,,,,,0.00,0.00,,,0.000
박세웅,21, P,,28,28,163.0,39,12,26,1,97.4,2.10,,,,,,,,,0.00,,,,0.000
진명호,20, P,,34,0,31.1,4,2,2,0,100.0,1.15,,,,,,,,,0.00,0.00,,,0.000
고효준,19, P,,74,0,62.1,9,1,5,3,66.7,0.87,,,,,,,,,0.00,0.00,,,0.000
장두성,23, LF,,6,0,7.0,2,2,0,0,100.0,2.57,0.43,0.30,0.01,,,,,,0.75,4.30,,,0.072
김동혁,23, LF,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.02,,,0.000
문규현,19, 2B,,1,0,1.0,2,1,1,0,100.0,18.00,,,0.00,,,,,,0.00,0.00,,,0.000
정준혁,19, RF,,1,0,2.0,0,0,0,0,,0.00,,0.17,0.00,,,,,,0.17,4.12,,,0.017
김원중,20, P,,58,0,59.1,13,5,7,1,92.3,1.82,,,,,,,,,0.00,0.00,,,0.000
스트레일리,20, P,,31,31,194.2,30,13,14,3,90.0,1.25,,,,,,,,,0.00,,,,0.000
한승혁,21, P,,7,0,4.0,0,0,0,0,,0.00,,,,,,,,,0.00,,,,0.000
이인복,20, P,,47,1,45.1,6,1,4,1,83.3,0.99,,,,,,,,,0.00,0.00,,,0.000
이대호,21, C,,1,0,1.0,0,0,0,0,,0.00,,,0.00,,,,0.07,0.11,0.18,0.23,,,0.018
추재현,21, P,,1,0,1.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
손승락,19, P,,53,0,52.2,13,3,9,1,92.3,2.05,,,,,,,,,0.00,0.00,,,0.000
오현택,20, P,,47,0,36.0,8,1,7,0,100.0,2.00,,,,,,,,,0.00,0.00,,,0.000
김원중,23, P,,63,0,63.2,11,4,7,0,100.0,1.55,,,,,,,,,0.00,0.00,,,0.000
박진형,20, P,,53,0,42.2,8,4,4,0,100.0,1.69,,,,,,,,,0.00,,,,0.000
김유영,21, P,,26,0,18.2,2,0,2,0,100.0,0.96,,,,,,,,,0.00,0.00,,,0.000
