이름,연도,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
이민석,22, P,-0.20,27,1,26,1,0,0,1,1,0,5,33.2,22,27,27.30,167,43,8,0,4,19,2,1,37,4,0,3,5.88,7.22,7.30,7.00,4.29,1.84
노경은,21, P,-0.20,14,11,3,0,0,0,3,5,0,0,56.1,46,50,50.85,269,79,16,1,11,24,4,0,35,2,0,3,7.35,7.99,8.12,7.85,6.08,1.83
이인복,23, P,-0.27,10,7,3,0,0,0,1,4,0,0,33.1,24,32,30.65,168,54,7,3,3,10,5,1,15,6,0,4,6.48,8.64,8.28,8.09,5.10,1.92
최영환,23, P,-0.28,8,0,8,4,0,0,0,1,0,0,10.0,11,14,13.65,54,15,8,0,0,7,1,0,7,3,0,0,9.90,12.60,12.28,11.58,4.58,2.20
윤길현,19, P,-0.29,6,0,6,2,0,0,1,1,0,0,5.0,6,14,15.90,39,17,4,0,2,4,2,1,5,2,0,2,10.80,25.20,28.62,26.22,9.17,4.20
송재영,21, P,-0.30,19,0,19,1,0,0,0,2,0,1,14.2,22,23,19.60,79,24,6,0,3,12,1,0,13,1,0,1,13.50,14.11,12.03,11.04,6.73,2.45
서준원,21, P,-0.30,26,8,18,3,0,0,1,3,0,3,54.0,44,46,46.90,257,72,13,2,5,29,2,3,37,2,0,1,7.33,7.67,7.82,7.60,4.82,1.87
박시영,20, P,-0.31,36,0,36,6,0,0,1,1,0,1,30.1,27,27,29.25,145,32,7,0,5,23,1,0,21,1,0,1,8.01,8.01,8.68,8.40,6.68,1.81
김유영,22, P,-0.33,68,0,68,7,0,0,6,2,0,13,51.0,32,34,42.30,254,73,15,1,4,30,3,2,44,1,0,4,5.65,6.00,7.46,7.11,4.44,2.02
박진형,21, P,-0.33,22,0,22,6,0,0,2,1,0,0,16.0,14,14,16.95,81,25,6,2,1,10,0,1,23,0,0,0,7.88,7.88,9.53,8.90,2.66,2.19
구승민,24, P,-0.36,19,0,19,2,0,0,1,2,0,2,16.0,16,16,19.10,87,27,3,0,5,13,1,0,16,0,0,4,9.00,9.00,10.74,10.22,8.10,2.50
이인복,19, P,-0.46,11,0,11,4,0,0,0,0,0,0,12.1,16,18,21.10,74,29,2,1,2,8,0,0,7,1,0,0,11.68,13.14,15.40,14.12,6.33,3.00
구승민,19, P,-0.58,41,0,41,16,0,0,1,4,2,6,36.0,25,29,29.95,180,45,5,0,5,21,3,6,43,4,0,7,6.25,7.25,7.49,7.14,4.28,1.83
윤명준,23, P,-0.65,21,0,21,8,0,0,0,1,0,5,19.1,14,14,21.95,98,31,3,1,4,10,4,2,11,0,0,5,6.52,6.52,10.22,9.94,7.13,2.12
