이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
박경수,19, 2B,3.74,1.87,1.87,137,490,485,421,43,104,24,0,10,158,65,0,1,55,4,1,102,14,4,6,0.247,0.335,0.375,0.710,-0.010,95.1
로하스,24, LF,3.69,3.70,-0.02,63,293,291,243,50,74,18,0,16,140,51,0,1,44,5,3,56,5,0,1,0.305,0.420,0.576,0.996,0.087,163.5
장성우,20, C,3.65,1.61,2.03,130,455,445,400,39,111,15,0,13,165,79,0,0,38,1,0,64,15,10,6,0.278,0.337,0.413,0.750,-0.011,94.3
심우준,21, SS,3.54,1.62,1.92,139,460,449,407,61,109,20,2,6,151,48,16,6,32,4,0,65,2,10,6,0.268,0.323,0.371,0.694,-0.016,90.5
장성우,23, C,3.43,2.37,1.07,131,464,460,410,37,118,22,0,11,173,65,1,1,42,2,1,70,12,3,7,0.288,0.351,0.422,0.773,0.006,109.0
황재균,23, 3B,3.24,3.00,0.25,109,457,454,407,62,120,26,2,6,168,49,3,3,45,1,1,64,15,3,1,0.295,0.366,0.413,0.779,0.018,119.1
배정대,21, CF,3.07,2.54,0.53,144,595,590,510,85,132,23,1,12,193,68,19,7,65,12,2,132,9,3,5,0.259,0.353,0.378,0.731,-0.006,98.9
유한준,19, RF,3.03,4.71,-1.69,139,562,561,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,0.317,0.383,0.443,0.826,0.033,132.0
배정대,22, CF,2.97,2.71,0.26,144,575,570,508,64,135,24,2,6,181,56,19,4,54,4,0,126,2,5,4,0.266,0.339,0.356,0.695,-0.005,99.1
황재균,21, 3B,2.93,2.53,0.40,117,507,505,453,74,132,16,2,10,182,56,11,4,46,3,1,92,11,1,4,0.291,0.358,0.402,0.760,0.000,103.4
박경수,20, 2B,2.90,2.52,0.39,119,391,387,324,33,91,17,0,13,147,59,0,1,48,9,2,96,14,3,7,0.281,0.381,0.454,0.835,0.024,120.5
조용호,20, LF,2.68,2.67,0.01,132,482,477,409,73,121,15,0,0,136,32,12,3,64,2,1,83,6,5,2,0.296,0.392,0.333,0.725,0.007,107.7
장성우,21, C,2.56,1.48,1.08,127,460,450,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3,0.231,0.337,0.374,0.711,-0.012,94.1
김상수,23, SS,2.53,2.14,0.39,129,512,504,443,58,120,19,1,3,150,56,5,6,55,3,0,68,9,8,3,0.271,0.353,0.339,0.692,-0.004,100.7
알포드,22, LF,2.43,3.05,-0.63,80,323,321,283,48,81,19,1,14,144,50,5,1,33,3,3,90,3,0,4,0.286,0.362,0.509,0.871,0.044,140.2
강백호,24, DH,2.40,2.96,-0.56,63,286,285,264,47,85,14,0,18,153,57,4,2,19,1,2,52,2,0,2,0.322,0.367,0.580,0.947,0.063,145.7
김민혁,19, LF,2.26,1.50,0.76,127,521,516,466,68,131,10,1,0,143,32,22,10,32,13,0,61,8,5,5,0.281,0.341,0.307,0.648,-0.022,85.4
문상철,24, 1B,1.99,1.91,0.08,56,199,199,173,26,52,4,0,10,86,30,3,1,21,4,1,44,4,0,1,0.301,0.387,0.497,0.884,0.053,137.9
황재균,22, 3B,1.86,2.45,-0.59,141,581,578,519,59,136,25,3,10,197,64,6,3,53,5,5,99,17,2,2,0.262,0.335,0.380,0.715,-0.006,98.1
배정대,23, CF,1.82,1.69,0.14,97,361,356,311,48,86,16,0,2,108,38,13,3,38,3,1,76,2,4,5,0.277,0.356,0.347,0.703,-0.007,98.6
장성우,19, C,1.82,0.61,1.21,127,413,407,366,25,96,7,0,7,124,41,0,1,35,2,2,86,11,4,6,0.262,0.325,0.339,0.664,-0.027,80.8
오윤석,21, 2B,1.80,0.78,1.02,64,122,117,95,14,24,4,0,2,34,11,2,0,20,2,0,26,2,5,0,0.253,0.393,0.358,0.751,0.010,111.3
오윤석,22, 2B,1.78,0.77,1.01,112,337,332,286,23,67,13,0,6,98,37,2,1,34,6,0,69,9,5,6,0.234,0.322,0.343,0.665,-0.025,82.0
장성우,24, C,1.78,0.91,0.87,58,204,204,174,16,46,9,0,5,70,32,3,0,28,0,0,36,3,0,2,0.264,0.363,0.402,0.765,0.003,99.9
유한준,21, RF,1.70,2.74,-1.04,104,337,336,282,30,87,16,0,5,118,42,1,0,44,7,5,34,12,0,4,0.309,0.409,0.418,0.827,0.036,132.5
김준태,22, C,1.63,1.45,0.18,98,270,266,231,28,63,16,1,4,93,27,2,0,33,0,1,77,4,3,3,0.273,0.360,0.403,0.763,0.009,111.0
심우준,22, SS,1.54,0.86,0.68,132,449,437,388,69,93,8,2,4,117,34,23,2,43,2,0,75,11,11,4,0.240,0.316,0.302,0.618,-0.037,72.1
호잉,21, RF,1.43,0.78,0.66,68,294,292,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5,0.239,0.313,0.417,0.730,-0.022,85.3
김민혁,21, LF,1.35,1.46,-0.11,75,199,194,172,22,55,6,2,1,68,13,6,3,20,2,0,26,3,5,0,0.320,0.397,0.395,0.792,0.029,126.6
신본기,24, SS,1.29,1.12,0.17,44,96,91,72,13,23,3,0,3,35,15,2,0,14,3,0,16,3,5,2,0.319,0.440,0.486,0.926,0.070,148.2
송민섭,19, LF,1.25,0.44,0.81,105,64,63,53,24,16,0,1,0,18,4,1,3,6,3,0,13,0,1,1,0.302,0.397,0.340,0.737,0.020,120.9
김민혁,22, LF,1.20,1.16,0.04,132,434,413,373,47,106,10,2,0,120,35,6,9,37,2,2,62,10,19,3,0.284,0.349,0.322,0.671,-0.018,87.8
송민섭,21, LF,1.20,0.43,0.77,122,65,60,48,39,11,0,0,0,11,7,15,1,12,0,0,22,0,5,0,0.229,0.383,0.229,0.612,-0.035,76.9
오태곤,19, 1B,1.17,1.45,-0.29,123,392,389,352,63,88,16,1,6,124,35,19,2,31,4,0,78,8,3,2,0.250,0.316,0.352,0.668,-0.019,87.8
이호연,23, 2B,1.14,0.67,0.47,85,234,233,212,28,59,5,1,3,75,17,4,2,16,4,0,41,6,1,1,0.278,0.339,0.354,0.693,-0.020,87.6
유한준,20, RF,1.09,1.77,-0.68,119,428,427,386,48,108,17,0,11,158,64,0,0,40,0,2,51,9,1,1,0.280,0.347,0.409,0.756,-0.005,99.1
강백호,23, DH,0.98,1.30,-0.32,71,271,269,238,32,63,10,1,8,99,39,3,0,31,0,4,55,1,0,2,0.265,0.347,0.416,0.763,0.003,106.9
홍현빈,22, RF,0.91,0.10,0.82,61,92,86,76,8,18,2,0,0,20,1,4,0,10,0,0,26,1,6,0,0.237,0.326,0.263,0.589,-0.045,66.5
박승욱,19, 1B,0.77,0.10,0.67,93,230,224,210,21,51,3,4,2,68,13,4,1,12,2,0,45,5,6,0,0.243,0.290,0.324,0.614,-0.047,65.1
오윤석,23, 1B,0.76,0.71,0.05,82,223,216,199,24,50,13,1,4,77,17,3,1,13,5,1,44,7,6,0,0.251,0.313,0.387,0.700,-0.015,91.3
김준태,23, C,0.72,0.47,0.25,69,136,135,115,10,24,4,0,3,37,23,1,0,19,1,0,32,3,1,0,0.209,0.326,0.322,0.648,-0.007,98.4
송민섭,20, LF,0.70,0.20,0.51,114,51,48,41,21,8,1,1,1,14,5,4,3,5,1,0,13,0,3,1,0.195,0.292,0.341,0.633,-0.019,88.7
김병희,21, 3B,0.66,1.05,-0.40,34,70,68,52,16,15,3,0,5,33,13,3,0,13,3,0,15,0,2,0,0.288,0.456,0.635,1.091,0.104,185.8
조용호,19, RF,0.65,0.63,0.03,87,211,209,188,15,55,6,3,0,67,19,3,4,21,0,0,28,0,2,0,0.293,0.364,0.356,0.720,-0.004,100.1
신본기,21, SS,0.61,0.14,0.47,96,206,201,174,25,41,8,0,1,52,19,1,2,22,4,0,45,6,5,1,0.236,0.333,0.299,0.632,-0.037,74.2
심우준,20, SS,0.57,-0.53,1.10,144,535,519,476,58,112,16,3,3,143,51,35,11,37,2,0,98,7,16,4,0.235,0.291,0.300,0.591,-0.070,51.1
허도환,21, C,0.55,0.35,0.20,62,125,115,105,8,29,6,0,2,41,21,0,0,8,2,0,28,3,10,0,0.276,0.339,0.390,0.729,-0.011,95.3
박경수,21, 2B,0.48,0.27,0.21,118,280,276,239,24,46,10,0,9,83,33,0,1,34,3,2,76,7,4,0,0.192,0.301,0.347,0.648,-0.037,74.2
황재균,24, 3B,0.44,0.09,0.35,61,250,247,224,28,57,8,0,3,74,19,4,3,21,1,0,40,5,3,1,0.254,0.320,0.330,0.650,-0.037,70.3
송민섭,23, RF,0.42,-0.12,0.55,69,25,25,23,6,3,0,0,0,3,0,3,1,1,1,0,8,0,0,0,0.130,0.200,0.130,0.330,-0.120,2.4
권동진,21, 2B,0.40,0.42,-0.02,86,86,85,67,21,17,5,0,1,25,6,3,3,18,0,0,30,0,1,0,0.254,0.412,0.373,0.785,0.025,123.9
라모스,22, RF,0.39,0.58,-0.18,18,80,79,72,10,18,1,1,3,30,11,2,0,4,2,0,18,2,1,1,0.250,0.304,0.417,0.721,0.018,118.6
정준영,23, CF,0.38,0.15,0.23,34,55,51,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,0.292,0.333,0.333,0.666,-0.043,69.8
박경수,23, 2B,0.38,0.18,0.20,107,221,216,185,12,37,13,0,1,53,12,0,0,30,1,1,46,2,5,0,0.200,0.315,0.286,0.601,-0.042,69.4
배정대,19, CF,0.37,-0.32,0.69,66,84,82,74,15,15,4,0,0,19,6,0,2,7,1,0,23,2,2,0,0.203,0.280,0.257,0.537,-0.076,40.3
김상수,24, SS,0.36,0.14,0.22,45,159,155,140,23,32,7,1,2,47,19,2,1,12,2,0,19,4,4,1,0.229,0.297,0.336,0.633,-0.036,71.1
배정대,24, CF,0.36,0.39,-0.03,32,144,144,125,15,34,9,1,1,48,13,4,4,15,0,0,34,1,0,4,0.272,0.340,0.384,0.724,-0.008,91.8
안치영,23, RF,0.32,0.50,-0.18,76,136,133,124,20,36,3,1,0,41,9,7,1,6,2,0,35,1,3,1,0.290,0.331,0.331,0.662,-0.022,85.8
강민성,23, 3B,0.26,-0.01,0.27,12,27,26,22,2,4,1,0,0,5,0,0,0,4,0,0,10,0,1,0,0.182,0.308,0.227,0.535,-0.059,55.8
김병준,24, CF,0.25,0.14,0.11,25,13,13,11,7,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0.273,0.385,0.273,0.658,0.033,123.3
오윤석,24, 2B,0.24,0.04,0.20,24,49,49,41,8,11,3,0,0,14,8,0,0,6,0,0,12,1,0,2,0.268,0.347,0.341,0.688,-0.033,73.1
조대현,24, C,0.23,0.18,0.06,8,10,9,6,0,3,0,0,0,3,1,0,0,3,0,0,2,0,1,0,0.500,0.667,0.500,1.167,0.191,228.6
홍현빈,23, CF,0.18,0.23,-0.05,44,86,86,73,15,17,2,0,0,19,1,2,0,13,0,0,21,2,0,0,0.233,0.349,0.260,0.609,-0.032,77.3
이대형,19, CF,0.17,-0.04,0.21,18,19,19,14,2,2,1,0,0,3,4,0,0,4,0,0,5,0,0,1,0.143,0.316,0.214,0.530,-0.069,45.6
김준태,24, C,0.17,0.07,0.10,23,30,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0,0,0.240,0.367,0.320,0.687,-0.012,88.6
문상철,20, 1B,0.17,0.31,-0.14,74,172,169,154,24,40,3,2,8,71,25,0,1,11,2,0,43,4,3,2,0.260,0.314,0.461,0.775,-0.028,81.6
김진곤,19, CF,0.16,-0.06,0.23,19,34,32,30,4,8,2,0,0,10,6,1,1,2,0,0,8,1,2,0,0.267,0.313,0.333,0.646,-0.047,65.7
장준원,23, SS,0.16,-0.26,0.41,69,104,101,87,10,15,2,1,1,22,10,3,0,12,1,0,25,1,3,1,0.172,0.277,0.253,0.530,-0.080,38.4
신본기,23, SS,0.15,0.15,0.00,40,75,74,54,8,11,2,0,1,16,7,0,1,14,2,0,8,3,1,4,0.204,0.365,0.296,0.661,-0.020,87.0
장준원,22, 2B,0.15,0.27,-0.12,35,63,60,57,7,14,2,0,3,25,10,1,0,3,0,0,17,5,3,0,0.246,0.283,0.439,0.722,-0.004,99.4
이홍구,20, C,0.14,0.11,0.03,26,43,41,36,2,7,1,0,2,14,5,0,0,3,2,0,10,0,2,0,0.194,0.293,0.389,0.682,-0.022,86.8
권동진,22, 2B,0.13,-0.20,0.33,48,40,39,38,9,5,1,1,0,8,4,4,0,1,0,0,16,0,1,0,0.132,0.154,0.211,0.365,-0.113,8.4
문상철,21, 1B,0.11,0.01,0.11,53,106,106,96,14,21,6,0,2,33,16,2,0,8,2,0,33,1,0,0,0.219,0.292,0.344,0.636,-0.054,59.9
문상철,23, DH,0.11,0.97,-0.86,112,330,328,304,30,79,20,0,9,126,46,3,1,16,3,1,81,4,1,6,0.260,0.298,0.414,0.712,-0.018,89.1
이준수,19, C,0.08,0.02,0.07,32,49,46,36,3,7,1,0,0,8,3,0,0,9,1,0,11,1,3,0,0.194,0.370,0.222,0.592,-0.026,83.1
천성호,24, 2B,0.08,0.89,-0.80,59,228,227,209,38,62,8,3,1,79,17,7,0,16,1,0,37,5,1,1,0.297,0.348,0.378,0.726,-0.005,94.0
김병희,19, 3B,0.07,-0.01,0.08,4,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.067,46.9
조용호,23, RF,0.03,0.37,-0.33,63,184,184,161,20,40,2,0,0,42,7,4,0,23,0,0,25,3,0,0,0.248,0.342,0.261,0.603,-0.031,77.7
장준원,24, SS,0.03,-0.10,0.14,12,8,8,7,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.143,0.250,0.143,0.393,-0.128,0.7
오태곤,20, LF,0.01,-0.01,0.02,40,55,55,50,7,11,1,1,0,14,5,1,0,1,4,0,16,2,0,0,0.220,0.291,0.280,0.571,-0.080,42.1
알몬테,21, LF,0.01,0.86,-0.85,60,250,250,225,18,61,9,0,7,91,36,1,0,22,1,0,50,9,0,2,0.271,0.336,0.404,0.740,-0.013,92.9
송민섭,22, RF,0.01,-0.31,0.32,119,72,69,64,17,10,1,2,0,15,3,0,2,5,0,0,19,0,3,0,0.156,0.217,0.234,0.451,-0.088,30.8
천성호,21, 2B,0.00,0.08,-0.08,41,47,47,42,13,12,1,0,0,13,4,1,0,3,2,0,9,0,0,0,0.286,0.362,0.310,0.672,-0.031,78.0
김영환,20, 2B,0.00,-0.22,0.23,10,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.000,0.000,0.000,0.000,-0.336,-128.0
강민국,21, 2B,0.00,-0.08,0.08,18,50,48,45,2,11,2,0,0,13,4,0,0,3,0,0,6,1,2,0,0.244,0.292,0.289,0.581,-0.076,44.0
김민혁,24, LF,0.00,0.43,-0.44,50,163,161,142,11,43,4,0,0,47,21,2,0,18,1,1,18,4,1,1,0.303,0.383,0.331,0.714,-0.008,92.4
홍현빈,20, LF,-0.02,-0.29,0.28,40,24,22,18,5,0,0,0,0,0,1,0,1,5,0,1,5,0,1,0,0.000,0.217,0.000,0.217,-0.206,-41.1
김민혁,20, LF,-0.03,-0.18,0.15,108,249,247,222,35,53,5,2,5,77,25,8,4,22,2,0,42,4,2,1,0.239,0.312,0.347,0.659,-0.052,63.1
손민석,23, 2B,-0.04,-0.09,0.05,9,12,12,10,2,1,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0.100,0.250,0.100,0.350,-0.127,-3.9
강현우,23, C,-0.07,-0.19,0.13,53,111,110,103,11,20,6,0,1,29,11,0,1,6,1,0,17,3,1,0,0.194,0.245,0.282,0.527,-0.067,47.6
김병희,23, 3B,-0.07,-0.16,0.08,5,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.000,0.111,0.000,0.111,-0.227,-88.8
홍현빈,21, LF,-0.09,-0.32,0.23,43,12,11,11,8,2,0,0,0,2,0,0,1,0,0,0,8,0,1,0,0.182,0.182,0.182,0.364,-0.181,-43.4
유준규,22, DH,-0.10,-0.11,0.01,7,16,15,14,3,3,0,0,0,3,0,0,0,1,0,0,6,0,1,0,0.214,0.267,0.214,0.481,-0.093,27.8
강백호,22, DH,-0.12,0.37,-0.49,62,264,261,237,24,58,12,0,6,88,29,0,0,23,1,2,44,6,1,2,0.245,0.312,0.371,0.683,-0.033,75.4
문상철,19, 1B,-0.12,-0.08,-0.04,33,68,68,60,8,12,1,0,2,19,7,2,0,4,2,0,26,1,0,2,0.200,0.265,0.317,0.582,-0.075,39.9
김병희,20, 3B,-0.12,-0.18,0.05,29,22,22,21,4,3,0,0,1,6,2,0,0,0,0,0,7,0,0,1,0.143,0.136,0.286,0.422,-0.166,-23.3
김건형,24, RF,-0.13,-0.11,-0.02,9,22,22,21,1,3,1,0,0,4,1,0,0,1,0,0,8,0,0,0,0.143,0.182,0.190,0.372,-0.082,35.4
안치영,24, CF,-0.14,-0.21,0.07,31,48,46,44,12,11,0,0,0,11,3,0,1,2,0,0,12,0,2,0,0.250,0.283,0.250,0.533,-0.082,38.5
김태훈,22, 1B,-0.15,-0.23,0.08,7,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,-0.289,-144.9
이시원,22, RF,-0.16,-0.08,-0.07,31,16,16,15,6,2,0,0,0,2,1,2,0,0,1,0,4,0,0,0,0.133,0.188,0.133,0.321,-0.157,-31.7
오재일,24, 1B,-0.16,-0.11,-0.05,10,26,26,24,3,4,2,0,1,9,3,0,0,2,0,0,11,2,0,0,0.167,0.231,0.375,0.606,-0.073,42.6
이상호,23, 2B,-0.17,-0.12,-0.05,63,60,56,54,15,8,1,0,0,9,5,2,0,2,0,0,9,2,4,0,0.148,0.179,0.167,0.346,-0.087,34.6
고명성,19, 2B,-0.17,-0.14,-0.03,30,18,18,16,4,2,0,0,0,2,0,0,0,2,0,0,7,1,0,0,0.125,0.222,0.125,0.347,-0.142,-16.4
안치영,19, 2B,-0.18,-0.03,-0.15,5,7,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0.167,0.286,0.167,0.453,-0.089,27.9
박승욱,21, 2B,-0.20,0.04,-0.24,8,6,6,6,5,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0.333,0.333,0.500,0.833,0.013,113.9
김건형,21, LF,-0.20,-0.04,-0.15,11,39,38,33,4,7,1,0,0,8,0,1,0,6,0,1,6,0,0,0,0.212,0.333,0.242,0.575,-0.068,49.2
정준영,24, RF,-0.22,0.00,-0.22,12,20,19,16,3,3,0,0,0,3,0,0,0,3,0,0,5,0,1,0,0.188,0.316,0.188,0.504,-0.035,72.5
김준태,21, C,-0.23,-0.29,0.06,11,18,18,17,0,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0.118,0.167,0.118,0.285,-0.193,-53.2
문상철,22, DH,-0.24,0.03,-0.27,28,52,52,49,5,11,3,0,2,20,4,1,0,3,0,0,17,2,0,0,0.224,0.269,0.408,0.677,-0.039,69.4
허도환,20, C,-0.24,0.03,-0.27,52,62,61,53,2,14,1,0,0,15,5,0,0,6,2,0,15,2,1,0,0.264,0.361,0.283,0.644,-0.038,74.4
이시원,23, RF,-0.27,-0.31,0.04,29,32,31,29,4,4,0,0,0,4,1,0,1,2,0,0,6,0,1,0,0.138,0.194,0.138,0.332,-0.161,-28.8
김영환,19, 2B,-0.30,-0.24,-0.06,13,15,15,14,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0.071,0.133,0.071,0.204,-0.204,-69.4
박승욱,20, 2B,-0.30,0.32,-0.62,97,128,126,110,23,29,3,2,1,39,10,5,1,11,4,0,37,1,2,1,0.264,0.349,0.355,0.704,-0.028,81.8
신본기,22, SS,-0.31,-0.52,0.21,74,138,134,121,9,22,3,0,1,28,8,0,1,10,2,0,28,5,4,1,0.182,0.254,0.231,0.485,-0.085,31.9
정현,19, SS,-0.33,-0.14,-0.20,4,11,11,10,0,1,0,0,0,1,1,0,0,1,0,0,3,1,0,0,0.100,0.182,0.100,0.282,-0.169,-39.5
박병호,24, 1B,-0.34,-0.02,-0.32,44,121,121,101,10,20,2,0,3,31,10,1,0,16,4,0,38,8,0,0,0.198,0.331,0.307,0.638,-0.034,72.1
김태훈,21, 1B,-0.36,-0.19,-0.17,44,91,90,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,0.230,0.256,0.333,0.589,-0.073,44.4
이해창,19, C,-0.39,-0.45,0.06,30,43,43,40,0,5,0,0,0,5,0,0,0,2,1,0,11,0,0,0,0.125,0.186,0.125,0.311,-0.160,-32.0
안승한,19, C,-0.39,-0.63,0.24,36,47,46,44,4,6,1,0,0,7,5,0,0,1,1,0,13,1,1,0,0.136,0.174,0.159,0.333,-0.157,-27.2
강민국,20, 2B,-0.40,-0.32,-0.08,81,120,114,107,16,24,3,0,0,27,9,0,1,7,0,0,20,0,6,0,0.224,0.272,0.252,0.524,-0.082,43.5
이호연,24, 3B,-0.42,-0.33,-0.10,17,25,25,24,2,4,0,0,0,4,0,0,0,1,0,0,7,2,0,0,0.167,0.200,0.167,0.367,-0.160,-23.3
강민국,19, SS,-0.43,0.04,-0.47,58,94,94,88,12,24,0,1,0,26,7,2,0,6,0,0,17,2,0,0,0.273,0.319,0.295,0.614,-0.051,60.5
류현인,23, 3B,-0.43,-0.29,-0.15,17,24,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,0.130,0.167,0.130,0.297,-0.177,-46.3
김병희,22, 1B,-0.45,-0.11,-0.34,41,85,85,74,8,15,2,0,1,20,6,0,3,7,3,0,26,2,0,1,0.203,0.294,0.270,0.564,-0.050,59.9
강현우,20, C,-0.46,-0.08,-0.38,26,32,32,30,2,6,2,0,1,11,3,0,0,2,0,0,11,1,0,0,0.200,0.250,0.367,0.617,-0.083,39.7
이홍구,21, C,-0.47,-0.62,0.16,37,58,58,55,4,9,0,0,1,12,5,0,0,2,0,1,28,4,0,1,0.164,0.190,0.218,0.408,-0.151,-19.5
천성호,20, 2B,-0.50,-0.34,-0.15,66,77,77,69,9,14,3,0,0,17,1,1,1,7,1,0,15,0,0,0,0.203,0.286,0.246,0.532,-0.093,31.8
조용호,21, LF,-0.62,0.70,-1.32,138,515,510,428,71,101,14,1,0,117,48,12,9,74,3,0,85,8,5,5,0.236,0.349,0.273,0.622,-0.035,74.9
윤석민,19, 1B,-0.64,-0.70,0.06,63,178,178,169,4,39,4,0,2,49,17,0,0,7,0,0,24,4,0,2,0.231,0.258,0.290,0.548,-0.079,36.9
조용호,24, RF,-0.71,-0.32,-0.39,50,142,139,129,15,31,4,0,0,35,10,5,0,10,0,0,22,5,3,0,0.240,0.295,0.271,0.566,-0.068,47.8
박경수,22, 2B,-1.12,-1.05,-0.08,100,194,192,166,13,20,3,0,3,32,10,0,0,24,1,0,70,3,2,1,0.120,0.234,0.193,0.427,-0.098,20.2
