이름,연도,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
김민재,24, P,-0.04,2,0,2,2,0,0,0,0,0,0,2.0,4,4,4.00,13,6,0,0,2,0,1,0,2,0,0,0,18.00,18.00,18.00,16.32,15.12,3.00
김현수,24, P,-0.04,4,0,4,4,0,0,0,0,0,0,4.1,3,3,4.70,19,3,3,0,0,2,1,0,4,0,0,2,6.23,6.23,9.76,10.33,4.01,1.15
김도현,24, P,-0.05,13,0,13,1,0,0,1,2,0,2,15.0,8,8,11.25,74,19,1,0,3,8,5,0,11,0,0,1,4.80,4.80,6.75,7.06,7.40,1.80
메디나,23, P,-0.07,12,12,0,0,0,0,2,6,0,0,58.0,39,42,39.25,269,64,16,1,6,29,9,0,36,2,1,5,6.05,6.52,6.09,6.33,5.56,1.60
알드레드,24, P,-0.07,1,1,0,0,0,0,0,0,0,0,3.0,6,6,4.45,18,6,1,0,0,3,0,0,4,0,0,0,18.00,18.00,13.35,14.37,3.94,3.00
차명진,21, P,-0.07,4,3,1,0,0,0,0,1,0,0,10.2,9,9,8.65,57,12,3,0,1,13,1,0,6,0,0,0,7.59,7.59,7.30,7.76,7.54,2.34
윤중현,22, P,-0.07,47,0,47,4,0,0,3,1,0,5,53.2,30,32,30.65,240,63,8,0,4,14,5,0,27,5,0,1,5.03,5.37,5.14,5.28,4.51,1.43
유승철,19, P,-0.09,3,0,3,1,0,0,0,0,0,0,4.0,5,5,4.30,20,4,0,0,2,2,2,0,5,0,0,0,11.25,11.25,9.68,8.33,9.73,1.50
김유신,22, P,-0.10,10,0,10,1,0,0,1,0,0,0,14.2,10,11,10.55,70,9,4,0,3,16,0,0,9,1,0,0,6.14,6.75,6.47,6.47,8.07,1.70
이형범,24, P,-0.10,6,0,6,1,0,0,0,0,0,1,5.0,4,5,5.00,27,6,1,0,0,3,3,1,3,1,0,0,7.20,9.00,9.00,9.52,6.39,1.80
박준표,24, P,-0.12,4,0,4,0,0,0,0,0,0,1,2.0,3,3,4.20,15,8,2,0,0,1,1,0,2,0,0,0,13.50,13.50,18.90,18.96,4.77,4.50
남재현,21, P,-0.12,5,1,4,2,0,0,0,1,0,1,8.0,13,13,12.50,44,10,2,0,2,10,0,0,5,0,0,1,14.63,14.63,14.06,13.07,9.05,2.50
고영창,21, P,-0.13,24,0,24,1,0,0,0,2,0,6,23.1,15,19,18.35,108,30,6,0,0,10,2,0,6,3,0,0,5.79,7.33,7.08,6.92,4.72,1.71
홍상삼,21, P,-0.13,49,0,49,3,0,0,4,1,0,12,36.0,19,19,26.20,160,33,9,0,6,19,3,2,33,0,0,4,4.75,4.75,6.55,6.49,5.18,1.44
최용준,21, P,-0.13,3,2,1,0,0,0,0,1,0,0,6.1,10,10,8.45,39,11,4,1,3,7,1,0,6,1,0,0,14.21,14.21,12.01,11.89,10.95,2.84
최지민,22, P,-0.14,6,0,6,3,0,0,0,0,0,0,6.0,9,9,8.65,36,12,2,0,1,5,1,0,7,0,0,1,13.50,13.50,12.98,13.32,5.95,2.83
이민우,22, P,-0.14,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.00,24,10,1,0,0,3,2,0,1,0,0,0,15.75,15.75,15.75,14.68,7.03,3.25
김사윤,24, P,-0.14,14,2,12,5,0,0,0,1,1,0,23.1,11,21,20.15,111,26,4,1,2,17,5,0,19,1,0,2,4.24,8.10,7.77,7.95,6.08,1.84
황동하,23, P,-0.14,13,6,7,1,0,0,0,3,0,0,31.1,23,25,22.95,149,35,6,3,5,21,1,0,19,2,0,1,6.61,7.18,6.59,6.82,6.41,1.79
박정수,19, P,-0.15,3,0,3,1,0,0,0,0,0,0,5.0,7,7,7.35,27,10,2,0,0,4,1,0,2,0,0,0,12.60,12.60,13.23,13.95,5.91,2.80
곽도규,23, P,-0.15,14,0,14,2,0,0,0,0,0,0,11.2,11,11,11.00,61,14,2,0,0,10,2,0,14,0,0,1,8.49,8.49,8.49,8.64,4.04,2.06
김명찬,20, P,-0.16,21,0,21,3,0,0,0,1,0,1,8.2,6,7,9.40,54,13,3,0,2,12,2,0,11,1,0,4,6.23,7.27,9.76,10.08,8.58,2.88
강이준,19, P,-0.16,3,3,0,0,0,0,0,2,0,0,9.0,11,11,10.65,53,14,4,0,1,9,2,1,3,0,0,0,11.00,11.00,10.65,11.03,8.09,2.56
박준표,21, P,-0.17,32,0,32,2,0,0,2,4,0,4,32.0,21,24,22.50,158,42,9,1,3,17,9,0,18,2,0,0,5.91,6.75,6.33,6.37,5.99,1.84
양승철,20, P,-0.17,15,1,14,2,0,0,0,0,0,0,28.2,25,26,26.35,144,41,9,0,4,24,3,0,13,2,0,3,7.85,8.16,8.27,8.51,7.44,2.27
장지수,19, P,-0.19,13,0,13,6,0,0,0,0,0,0,16.1,14,16,18.10,80,23,2,1,2,7,2,0,6,1,1,1,7.71,8.82,9.97,9.44,6.06,1.84
김현준,22, P,-0.20,12,0,12,7,0,0,0,1,0,0,14.2,9,14,15.00,72,19,7,0,0,5,2,2,9,3,0,0,5.52,8.59,9.20,9.50,3.31,1.64
이준영,19, P,-0.21,37,1,36,8,0,0,1,0,0,1,51.0,36,42,41.85,244,64,7,2,3,26,2,2,43,6,1,0,6.35,7.41,7.39,7.50,4.10,1.76
김현준,20, P,-0.24,15,0,15,4,0,0,1,0,0,1,14.1,20,20,19.35,76,20,5,2,2,13,1,1,12,0,0,0,12.56,12.56,12.15,11.47,6.37,2.30
남하준,22, P,-0.24,11,0,11,6,0,0,1,1,0,1,10.1,10,11,12.00,55,18,4,0,4,6,1,0,6,0,0,1,8.71,9.58,10.45,10.56,9.04,2.32
김유신,23, P,-0.26,27,0,27,9,0,0,0,1,0,2,30.1,19,19,22.60,141,34,8,0,2,19,3,0,12,1,0,0,5.64,5.64,6.71,6.70,5.89,1.75
윤중현,24, P,-0.26,10,0,10,3,0,0,0,0,0,0,9.1,12,13,15.25,53,18,2,1,4,7,3,1,4,1,0,0,11.57,12.54,14.71,14.90,11.19,2.68
김세현,19, P,-0.27,10,0,10,1,0,0,0,2,0,0,8.2,6,8,9.40,48,11,4,0,0,9,2,1,5,2,0,0,6.23,8.31,9.76,10.12,5.94,2.31
김유신,21, P,-0.27,15,11,4,1,0,0,2,6,0,0,54.1,46,47,46.15,249,63,12,1,11,35,2,0,29,2,0,0,7.62,7.79,7.64,7.79,6.95,1.80
이승재,21, P,-0.28,25,0,25,1,0,0,2,1,0,5,24.0,20,20,19.45,118,26,2,0,5,18,3,0,17,0,1,3,7.50,7.50,7.29,7.18,7.19,1.83
박준표,22, P,-0.28,34,0,34,6,0,0,1,0,0,8,23.1,14,15,16.55,112,27,4,0,4,10,8,3,11,1,0,0,5.40,5.79,6.38,6.62,6.64,1.59
박진태,20, P,-0.28,12,0,12,4,0,0,0,0,0,0,18.2,27,27,27.35,105,32,7,0,9,16,4,0,14,1,0,0,13.02,13.02,13.19,12.72,11.18,2.57
김정빈,22, P,-0.29,31,0,31,7,0,0,3,0,0,2,27.0,21,21,22.40,128,23,5,2,2,24,4,0,23,0,0,3,7.00,7.00,7.47,7.61,5.75,1.74
고영창,20, P,-0.31,48,0,48,12,0,0,1,1,1,2,58.0,44,46,53.85,275,88,19,0,3,17,5,2,23,5,2,6,6.83,7.14,8.36,8.45,4.74,1.81
서덕원,21, P,-0.33,24,0,24,8,0,0,1,0,0,1,32.2,27,28,29.05,148,36,8,1,7,14,0,0,24,2,0,5,7.44,7.71,8.00,7.84,5.81,1.53
김재열,22, P,-0.33,47,0,47,15,0,0,1,2,1,5,43.0,29,33,32.15,193,45,10,2,5,22,1,2,36,3,0,3,6.07,6.91,6.73,6.82,4.66,1.56
김기훈,23, P,-0.34,29,0,29,12,0,0,2,0,0,0,31.1,16,22,23.55,156,28,6,1,0,37,2,1,26,3,1,5,4.60,6.32,6.76,6.99,5.53,2.07
김재열,23, P,-0.37,9,0,9,2,0,0,0,0,0,0,11.2,17,17,18.20,70,20,4,1,2,13,0,0,9,3,0,0,13.11,13.11,14.04,13.82,7.42,2.83
