이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
이우성,23, RF,2.66,2.71,-0.05,126,400,393,355,39,107,17,0,8,148,58,8,1,31,5,4,81,10,6,3,0.301,0.363,0.417,0.780,0.019,120.1
이창진,22, LF,2.47,2.89,-0.41,111,404,393,346,56,104,14,0,7,139,48,3,5,41,2,0,63,7,11,4,0.301,0.374,0.402,0.776,0.027,125.5
김선빈,20, 2B,2.43,2.52,-0.09,85,351,350,303,42,100,19,0,1,122,37,1,1,40,2,0,43,12,1,5,0.330,0.406,0.403,0.809,0.027,123.4
류지혁,22, 3B,2.19,2.71,-0.52,127,477,469,405,55,111,19,2,2,140,48,8,4,56,6,0,83,6,8,2,0.274,0.369,0.346,0.715,0.009,110.2
김도영,22, 3B,2.17,0.81,1.36,103,254,250,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,0.237,0.312,0.362,0.674,-0.017,88.9
이창진,19, CF,2.16,2.30,-0.14,133,470,466,400,57,108,25,1,6,153,48,8,8,57,4,0,92,8,4,5,0.270,0.363,0.383,0.746,0.004,106.9
나지완,20, LF,2.01,3.85,-1.84,137,556,556,468,73,136,19,1,17,208,92,0,0,64,18,1,114,6,0,6,0.291,0.392,0.444,0.836,0.024,121.3
류지혁,21, SS,2.01,1.65,0.35,92,327,324,273,37,76,8,0,2,90,34,0,0,42,7,1,46,7,2,3,0.278,0.385,0.330,0.715,0.003,105.7
안치홍,19, 2B,2.01,2.76,-0.75,105,408,408,362,45,114,18,1,5,149,49,4,2,40,1,1,37,9,0,5,0.315,0.380,0.412,0.792,0.021,121.3
이명기,19, RF,1.96,1.36,0.60,80,302,298,265,37,75,10,2,1,92,21,4,3,28,4,1,41,4,3,2,0.283,0.358,0.347,0.705,-0.005,99.2
터커,19, RF,1.95,3.54,-1.59,95,399,399,357,50,111,33,0,9,171,50,0,0,38,3,0,44,12,0,1,0.311,0.381,0.479,0.860,0.039,137.2
이창진,23, LF,1.94,2.09,-0.14,104,284,282,244,35,66,11,3,4,95,29,9,2,34,2,1,44,6,2,2,0.270,0.362,0.389,0.751,0.021,122.2
박찬호,24, SS,1.90,0.83,1.07,55,245,243,228,36,71,12,0,2,89,21,13,6,12,1,0,22,3,2,2,0.311,0.346,0.390,0.736,-0.004,95.0
박찬호,21, SS,1.87,0.89,0.98,131,483,475,418,51,103,15,5,1,131,59,9,4,54,0,0,73,11,8,3,0.246,0.331,0.313,0.644,-0.030,79.4
김민식,21, C,1.66,0.48,1.18,100,301,298,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3,0.220,0.336,0.288,0.624,-0.032,77.3
김선빈,24, 2B,1.61,1.49,0.12,58,227,224,195,26,60,7,0,5,82,26,3,0,25,4,0,21,9,2,0,0.308,0.397,0.421,0.818,0.023,115.1
최형우,21, DH,1.51,2.43,-0.92,104,446,439,373,52,87,15,1,12,140,55,0,0,67,4,10,67,9,0,2,0.233,0.354,0.375,0.729,0.010,111.1
고종욱,23, LF,1.29,1.44,-0.15,114,286,286,270,35,80,17,0,3,106,39,2,2,14,0,0,58,3,0,2,0.296,0.329,0.393,0.722,0.003,106.5
박찬호,19, 3B,1.26,0.40,0.86,133,541,536,504,60,131,15,4,2,160,49,39,6,26,4,0,83,8,5,2,0.260,0.300,0.317,0.617,-0.049,62.5
한승택,21, C,1.25,0.19,1.06,82,239,234,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,0.217,0.321,0.296,0.617,-0.042,69.9
유민상,19, 1B,1.11,1.62,-0.51,61,202,202,175,23,51,15,0,5,81,26,0,0,24,3,0,35,6,0,0,0.291,0.386,0.463,0.849,0.035,133.5
한승택,20, C,1.10,0.35,0.75,83,262,253,226,22,51,6,0,9,84,29,0,0,21,6,0,58,7,9,0,0.226,0.308,0.372,0.680,-0.033,78.5
최원준,20, CF,1.08,3.02,-1.94,123,412,403,359,72,117,16,6,2,151,35,14,3,33,6,0,35,1,9,5,0.326,0.387,0.421,0.808,0.026,122.0
최원준,24, CF,0.98,1.01,-0.03,61,228,226,206,27,60,13,2,3,86,26,13,6,18,2,0,35,5,2,0,0.291,0.354,0.417,0.771,0.006,102.6
김민식,20, C,0.91,-0.03,0.93,69,238,232,211,22,53,6,1,2,67,21,0,0,17,2,0,28,3,6,2,0.251,0.310,0.318,0.628,-0.047,67.6
김호령,23, CF,0.90,-0.33,1.23,76,107,104,95,16,17,7,0,0,24,6,1,0,8,1,0,38,1,3,0,0.179,0.250,0.253,0.503,-0.091,29.3
김규성,23, 2B,0.86,0.43,0.44,99,177,172,158,29,37,6,1,2,51,11,6,2,13,1,0,43,2,5,0,0.234,0.297,0.323,0.620,-0.031,78.3
김호령,21, CF,0.86,0.43,0.43,62,154,152,130,16,27,2,0,4,41,15,4,1,16,6,0,44,2,2,0,0.208,0.322,0.315,0.637,-0.030,79.3
이우성,24, 1B,0.84,2.02,-1.18,59,244,244,214,43,68,8,0,8,100,39,5,1,27,2,0,49,7,0,1,0.318,0.398,0.467,0.865,0.038,127.2
최원준,23, 1B,0.82,1.36,-0.54,67,274,270,239,37,61,11,2,1,79,23,13,5,31,0,0,39,5,4,0,0.255,0.341,0.331,0.672,-0.002,102.0
황대인,20, 3B,0.75,0.68,0.07,63,138,138,116,14,32,4,0,4,48,16,0,0,21,0,0,29,5,0,1,0.276,0.384,0.414,0.798,0.013,112.4
최형우,24, DH,0.74,1.46,-0.72,59,254,254,226,34,61,15,1,9,105,49,0,1,25,1,2,40,1,0,2,0.270,0.343,0.465,0.808,0.022,114.5
황윤호,19, 2B,0.68,0.54,0.14,57,130,129,123,9,37,5,2,1,49,9,2,2,5,0,0,12,2,1,1,0.301,0.326,0.398,0.724,0.001,105.0
이창진,21, CF,0.66,-0.02,0.68,105,293,289,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,0.209,0.308,0.285,0.593,-0.051,62.6
한준수,23, C,0.63,0.11,0.52,48,94,93,86,9,22,4,0,2,32,12,0,0,7,0,0,26,2,1,0,0.256,0.312,0.372,0.684,-0.034,75.7
한준수,24, C,0.63,0.32,0.30,49,134,134,120,14,36,7,0,3,52,18,0,0,8,2,0,24,2,0,4,0.300,0.343,0.433,0.776,-0.001,97.4
백용환,19, C,0.59,0.14,0.45,28,51,51,47,3,11,2,0,2,19,6,0,0,3,1,0,14,0,0,0,0.234,0.294,0.404,0.698,-0.011,94.7
한승택,19, C,0.59,-0.14,0.72,105,288,281,251,22,56,9,1,3,76,27,1,0,27,1,1,82,8,7,2,0.223,0.299,0.303,0.602,-0.054,58.7
황윤호,20, 3B,0.55,-0.03,0.58,25,73,73,70,5,17,3,0,0,20,5,2,0,3,0,0,10,3,0,0,0.243,0.274,0.286,0.560,-0.063,54.7
김태군,24, C,0.53,0.13,0.41,45,115,113,100,11,24,3,0,3,36,17,0,0,7,6,0,9,6,2,0,0.240,0.327,0.360,0.687,-0.026,78.5
김태진,21, 3B,0.50,0.55,-0.05,99,414,408,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4,0.276,0.314,0.341,0.655,-0.034,76.0
이우성,21, LF,0.49,0.22,0.28,65,100,99,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,0.200,0.303,0.259,0.562,-0.031,78.2
고종욱,22, DH,0.46,0.58,-0.12,62,114,113,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,1,0,0.283,0.327,0.425,0.752,0.001,104.1
서건창,24, 1B,0.46,0.57,-0.11,45,119,119,98,20,26,6,0,1,35,10,3,1,19,1,0,13,1,0,1,0.265,0.387,0.357,0.744,0.003,100.6
김태군,23, C,0.43,-0.04,0.47,65,203,198,186,17,48,6,0,0,54,24,2,1,5,4,0,19,9,5,3,0.258,0.288,0.290,0.578,-0.048,64.4
한준수,19, C,0.37,0.29,0.08,7,20,20,20,2,6,2,0,0,8,2,0,0,0,0,0,2,2,0,0,0.300,0.300,0.400,0.700,0.082,173.3
터커,21, RF,0.35,1.46,-1.12,127,539,539,468,42,111,24,1,9,164,59,0,0,61,8,1,66,12,0,2,0.237,0.334,0.350,0.684,-0.019,88.1
최정용,23, 2B,0.34,0.01,0.33,56,41,38,36,17,6,1,0,0,7,1,4,0,2,0,0,9,0,3,0,0.167,0.211,0.194,0.405,-0.090,32.9
김호령,20, CF,0.32,0.28,0.05,89,159,156,138,36,32,5,2,4,53,16,3,3,14,3,0,55,2,3,1,0.232,0.314,0.384,0.698,-0.033,78.0
김주찬,19, 1B,0.32,1.45,-1.13,100,363,360,337,35,101,16,0,3,126,32,3,1,17,5,3,44,6,1,3,0.300,0.340,0.374,0.714,-0.010,95.2
백용환,20, C,0.31,0.39,-0.08,52,107,106,91,12,20,4,0,5,39,10,0,0,15,0,0,29,2,1,0,0.220,0.330,0.429,0.759,-0.008,96.4
신범수,19, C,0.30,0.21,0.09,39,65,65,57,4,12,5,0,2,23,7,0,0,7,1,0,14,1,0,0,0.211,0.308,0.404,0.712,-0.015,90.8
김호령,24, CF,0.29,-0.16,0.45,34,36,36,31,5,5,0,0,1,8,3,2,1,5,0,0,16,0,0,0,0.161,0.278,0.258,0.536,-0.086,32.6
류지혁,20, SS,0.29,0.22,0.07,5,20,20,18,3,6,1,0,0,7,1,1,0,0,2,0,1,2,0,0,0.333,0.400,0.389,0.789,0.048,139.2
이진영,21, RF,0.29,0.14,0.14,17,47,47,40,8,8,2,1,2,18,5,1,0,3,4,0,22,0,0,0,0.200,0.319,0.450,0.769,-0.026,82.6
나주환,20, 3B,0.28,0.33,-0.05,64,222,218,204,21,57,5,0,6,80,26,0,0,12,1,0,44,6,4,1,0.279,0.321,0.392,0.713,-0.035,76.4
이창진,20, CF,0.27,0.69,-0.42,22,99,99,88,19,29,8,1,0,39,7,0,1,10,1,0,17,2,0,0,0.330,0.404,0.443,0.847,0.028,123.9
박정우,23, RF,0.25,0.04,0.21,21,12,9,9,2,3,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0.333,0.333,0.333,0.666,-0.032,81.4
한승택,22, C,0.24,-0.48,0.73,66,119,115,102,11,18,2,0,1,23,12,0,0,9,3,0,30,2,4,1,0.176,0.261,0.225,0.486,-0.088,30.2
김민식,22, C,0.23,0.16,0.07,22,62,61,54,7,13,2,0,1,18,6,0,0,6,0,0,12,1,1,1,0.241,0.311,0.333,0.644,-0.025,82.0
김호령,22, CF,0.22,0.25,-0.03,54,88,84,77,21,21,1,1,1,27,8,2,1,7,0,0,22,4,4,0,0.273,0.333,0.351,0.684,-0.022,84.6
박정우,21, CF,0.19,-0.02,0.22,32,61,60,48,3,9,1,0,0,10,4,0,2,10,2,0,8,2,1,0,0.188,0.350,0.208,0.558,-0.043,69.3
최정민,21, 2B,0.19,0.15,0.05,39,19,19,15,5,5,0,0,0,5,1,2,3,3,1,0,7,1,0,0,0.333,0.474,0.333,0.807,0.035,131.7
고종욱,24, LF,0.16,0.20,-0.04,22,27,27,24,3,7,2,0,1,12,4,0,0,3,0,0,4,2,0,0,0.292,0.370,0.500,0.870,0.025,117.1
이우성,22, LF,0.14,0.93,-0.78,80,137,133,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,0.292,0.361,0.375,0.736,0.023,122.1
나성범,24, DH,0.13,0.22,-0.10,32,139,138,119,14,27,3,0,6,48,20,0,0,20,0,1,33,4,0,0,0.227,0.338,0.403,0.741,-0.019,83.5
이창진,24, RF,0.12,0.57,-0.45,51,108,105,79,16,20,4,0,0,24,6,2,1,23,1,0,18,2,3,2,0.253,0.419,0.304,0.723,0.007,103.3
홍종표,23, 2B,0.12,0.04,0.08,40,12,11,7,10,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0.000,0.364,0.000,0.364,-0.061,56.0
홍종표,24, SS,0.10,0.34,-0.24,32,52,51,45,9,15,3,1,0,20,5,1,2,5,1,0,14,0,1,0,0.333,0.412,0.444,0.856,0.036,124.5
박민,24, SS,0.10,0.05,0.05,7,13,13,13,2,4,2,0,0,6,1,0,0,0,0,0,4,0,0,0,0.308,0.308,0.462,0.770,-0.009,91.1
이진영,20, RF,0.07,0.18,-0.11,32,27,27,22,4,5,1,0,0,6,5,1,0,5,0,0,9,1,0,0,0.227,0.370,0.273,0.643,0.000,102.7
이정훈,21, C,0.05,0.43,-0.38,41,151,151,129,14,32,6,0,2,44,14,0,0,19,3,0,33,3,0,0,0.248,0.358,0.341,0.699,-0.011,94.6
해즐베이커,19, CF,0.05,0.01,0.04,11,46,46,41,5,6,2,0,2,14,5,1,1,4,1,0,18,0,0,0,0.146,0.239,0.341,0.580,-0.066,47.3
최정용,21, 2B,0.04,-0.32,0.36,53,65,62,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,0.192,0.306,0.212,0.518,-0.080,41.4
김선우,23, C,0.04,-0.10,0.14,5,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.197,-62.9
유민상,21, 1B,0.04,0.30,-0.26,24,74,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0,0.233,0.378,0.317,0.695,0.002,104.8
최정용,19, 2B,0.03,-0.02,0.05,8,21,21,21,4,6,0,0,0,6,1,0,0,0,0,0,10,0,0,0,0.286,0.286,0.286,0.572,-0.073,42.1
홍재호,19, SS,0.02,-0.11,0.13,10,20,20,19,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,0.211,0.250,0.211,0.461,-0.108,12.3
오선우,20, RF,0.02,0.02,0.00,59,73,73,67,11,16,0,0,4,28,14,0,0,3,3,0,26,2,0,0,0.239,0.301,0.418,0.719,-0.043,70.2
이범호,19, 3B,0.02,0.00,0.02,19,31,31,26,1,6,1,0,1,10,5,0,0,3,0,0,3,1,0,2,0.231,0.290,0.385,0.675,-0.047,63.6
강경학,21, SS,0.02,-0.05,0.07,13,13,13,11,2,2,0,0,0,2,1,0,0,1,1,0,3,0,0,0,0.182,0.308,0.182,0.490,-0.080,38.8
황대인,24, 1B,-0.02,0.02,-0.04,3,7,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0.286,0.286,0.429,0.715,-0.030,75.2
백용환,21, C,-0.03,-0.02,0.00,3,7,7,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.000,0.286,0.000,0.286,-0.118,7.6
이인행,19, RF,-0.03,-0.01,-0.02,9,20,19,16,1,3,1,0,0,4,2,0,0,2,1,0,6,1,1,0,0.188,0.316,0.250,0.566,-0.052,61.4
임석진,22, 3B,-0.06,-0.01,-0.05,10,17,17,14,4,1,0,0,1,4,1,0,0,2,1,0,9,1,0,0,0.071,0.235,0.286,0.521,-0.036,72.0
김규성,21, 2B,-0.08,-0.43,0.35,54,41,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,0.139,0.244,0.167,0.411,-0.128,-0.9
이진영,19, RF,-0.09,-0.12,0.04,11,15,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0.133,0.133,0.133,0.266,-0.139,-13.9
홍종표,20, 2B,-0.09,-0.25,0.15,40,88,85,80,7,20,3,0,0,23,7,0,2,4,0,0,13,1,3,1,0.250,0.282,0.288,0.570,-0.072,49.6
이정훈,22, DH,-0.10,-0.11,0.02,6,10,10,8,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0.000,0.200,0.000,0.200,-0.161,-35.4
황대인,22, 1B,-0.10,1.56,-1.66,129,524,523,476,40,122,27,0,14,191,91,0,0,36,7,2,92,20,0,5,0.256,0.315,0.401,0.716,-0.016,89.1
김주찬,20, 1B,-0.12,0.02,-0.14,7,18,18,18,3,6,0,0,1,9,2,0,1,0,0,0,2,2,0,0,0.333,0.333,0.500,0.833,0.005,106.4
고장혁,20, SS,-0.13,-0.13,0.00,7,13,13,13,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0.231,0.231,0.231,0.462,-0.145,-7.6
박정우,24, CF,-0.14,-0.25,0.12,13,12,12,11,1,2,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0.182,0.250,0.182,0.432,-0.123,4.4
최정민,20, 2B,-0.16,-0.09,-0.07,24,11,11,9,12,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,0.111,0.273,0.111,0.384,-0.144,-7.2
유재신,19, LF,-0.17,0.04,-0.20,71,59,58,51,17,13,2,1,0,17,6,4,3,6,0,0,12,1,1,1,0.255,0.328,0.333,0.661,-0.029,79.7
김영환,20, 2B,-0.17,-0.13,-0.04,4,8,8,7,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0.000,0.125,0.000,0.125,-0.234,-75.5
문선재,19, LF,-0.17,0.13,-0.30,29,61,61,49,7,8,0,0,3,17,6,2,1,9,1,0,18,0,0,2,0.163,0.295,0.347,0.642,-0.038,71.3
류지혁,23, 3B,-0.18,0.65,-0.82,66,253,250,220,28,59,6,1,0,67,17,4,2,27,3,1,43,5,2,1,0.268,0.355,0.305,0.660,-0.023,85.1
류승현,19, 1B,-0.19,0.14,-0.33,57,163,163,150,14,38,8,1,0,48,14,3,2,9,4,0,29,3,0,0,0.253,0.313,0.320,0.633,-0.040,69.9
변우혁,24, 1B,-0.19,0.05,-0.24,11,26,26,25,2,7,1,2,0,12,1,0,0,1,0,0,9,3,0,0,0.280,0.308,0.480,0.788,-0.018,84.4
소크라테스,24, LF,-0.20,1.17,-1.37,63,262,261,245,32,67,10,1,12,115,42,4,0,13,2,2,41,4,0,2,0.273,0.313,0.469,0.782,0.007,102.9
오정환,21, 2B,-0.21,-0.03,-0.18,9,18,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,0.235,0.278,0.294,0.572,-0.069,47.5
황대인,19, 3B,-0.21,-0.15,-0.06,12,28,28,25,0,5,2,0,0,7,0,0,0,1,2,0,8,0,0,0,0.200,0.286,0.280,0.566,-0.063,50.2
문선재,20, LF,-0.21,-0.25,0.04,15,6,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.167,0.167,0.167,0.334,-0.189,-41.5
김규성,20, 2B,-0.21,-0.55,0.33,103,182,171,157,21,28,2,1,3,41,11,2,1,13,1,0,40,1,11,0,0.178,0.246,0.261,0.507,-0.089,39.0
황대인,23, 1B,-0.22,-0.10,-0.12,60,199,198,174,19,37,4,0,5,56,26,0,0,18,4,2,50,6,0,3,0.213,0.296,0.322,0.618,-0.052,60.4
오선우,23, 1B,-0.22,-0.10,-0.12,33,31,31,28,2,5,0,0,2,11,5,0,0,3,0,0,15,0,0,0,0.179,0.258,0.393,0.651,-0.080,36.6
이정훈,19, C,-0.23,-0.03,-0.20,7,15,15,14,0,4,1,0,0,5,3,0,0,0,0,0,1,2,0,1,0.286,0.267,0.357,0.624,-0.070,44.2
이우성,20, LF,-0.23,-0.14,-0.09,48,67,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,0.203,0.299,0.220,0.519,-0.076,44.7
유민상,20, 1B,-0.25,1.36,-1.62,126,456,453,391,38,96,23,0,8,143,65,0,0,53,6,1,80,14,2,4,0.246,0.341,0.366,0.707,-0.017,90.0
권혁경,21, C,-0.26,-0.20,-0.06,5,18,18,18,1,4,0,0,0,4,0,0,0,0,0,0,6,2,0,0,0.222,0.222,0.222,0.444,-0.131,-3.3
나주환,21, 3B,-0.26,-0.41,0.15,19,32,32,31,0,5,0,0,0,5,3,0,0,0,0,0,12,2,0,1,0.161,0.156,0.161,0.317,-0.182,-44.4
김석환,21, 1B,-0.27,0.04,-0.31,5,20,20,19,1,5,0,0,1,8,3,0,0,0,1,0,7,0,0,0,0.263,0.300,0.421,0.721,-0.025,83.1
김규성,22, 2B,-0.27,-0.16,-0.11,70,52,51,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,0.180,0.196,0.280,0.476,-0.098,20.9
변우혁,23, 1B,-0.28,0.43,-0.71,83,226,226,200,23,45,4,0,7,70,24,0,0,23,3,1,74,4,0,0,0.225,0.314,0.350,0.664,-0.028,80.0
박민,21, 2B,-0.28,-0.34,0.06,18,38,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,0.171,0.237,0.200,0.437,-0.122,4.3
김석환,22, LF,-0.31,-0.35,0.05,51,107,107,94,15,14,2,0,3,25,7,0,0,10,3,0,32,1,0,0,0.149,0.252,0.266,0.518,-0.076,38.2
나지완,19, DH,-0.31,0.37,-0.67,56,153,153,129,12,24,5,0,6,47,17,0,0,19,3,1,37,3,0,2,0.186,0.301,0.364,0.665,-0.028,79.8
신범수,23, C,-0.32,-0.47,0.15,36,100,98,88,7,15,3,0,2,24,10,0,0,7,2,0,19,3,2,1,0.170,0.245,0.273,0.518,-0.085,33.2
황윤호,21, 3B,-0.33,-0.09,-0.23,6,19,19,17,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0,0,0.176,0.263,0.176,0.439,-0.113,11.8
고장혁,19, SS,-0.38,-0.04,-0.34,22,32,32,31,2,7,0,1,0,9,3,0,1,0,1,0,8,1,0,0,0.226,0.250,0.290,0.540,-0.063,50.6
오선우,21, RF,-0.39,-0.37,-0.02,9,16,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0.067,0.125,0.067,0.192,-0.228,-82.1
주효상,23, C,-0.40,-0.46,0.05,19,36,34,32,2,2,0,0,0,2,1,0,0,2,0,0,10,1,2,0,0.063,0.118,0.063,0.181,-0.187,-45.7
김석환,23, 1B,-0.40,-0.23,-0.17,12,26,25,23,1,3,1,0,0,4,3,0,0,2,0,0,9,1,1,0,0.130,0.200,0.174,0.374,-0.139,-9.7
최정용,22, 2B,-0.41,-0.42,0.02,30,23,22,22,5,2,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0.091,0.091,0.091,0.182,-0.230,-85.6
한승택,23, C,-0.45,-0.50,0.05,49,104,98,85,6,11,2,0,0,13,3,0,0,11,2,0,32,1,6,0,0.129,0.245,0.153,0.398,-0.099,24.9
최정용,20, 2B,-0.45,-0.32,-0.13,38,59,58,56,5,11,1,0,1,15,5,0,0,2,0,0,15,0,1,0,0.196,0.224,0.268,0.492,-0.110,20.3
박준태,19, RF,-0.47,-0.17,-0.30,38,47,47,41,13,7,3,0,0,10,4,1,1,4,0,0,15,1,0,2,0.171,0.234,0.244,0.478,-0.104,15.3
오선우,19, RF,-0.52,-0.35,-0.17,27,57,57,53,5,8,1,1,1,14,4,0,0,3,1,0,24,0,0,0,0.151,0.211,0.264,0.475,-0.106,13.9
김민식,19, C,-0.72,-0.37,-0.35,53,116,116,96,6,16,2,0,0,18,14,2,0,15,3,0,29,1,0,2,0.167,0.293,0.188,0.481,-0.082,34.3
박찬호,20, SS,-0.77,-1.32,0.55,141,531,519,480,63,107,16,0,3,132,36,15,8,36,0,0,87,14,12,3,0.223,0.276,0.275,0.551,-0.082,41.6
이우성,19, LF,-0.77,-0.28,-0.50,32,87,87,80,7,14,1,0,3,24,10,0,0,5,2,0,22,2,0,0,0.175,0.241,0.300,0.541,-0.079,36.5
오정환,19, 2B,-0.78,-0.50,-0.29,30,29,28,28,8,4,0,0,0,4,1,0,2,0,0,0,12,1,1,0,0.143,0.143,0.143,0.286,-0.186,-49.0
장영석,20, 3B,-0.83,-0.32,-0.51,11,37,37,31,1,4,0,0,0,4,2,0,0,4,1,0,7,3,0,1,0.129,0.243,0.129,0.372,-0.143,-5.8
황대인,21, 3B,-0.92,0.38,-1.30,86,308,307,282,30,67,10,1,13,118,45,0,0,18,2,0,62,8,1,5,0.238,0.283,0.418,0.701,-0.031,78.2
김태진,20, 3B,-0.95,-0.73,-0.22,45,192,191,180,18,44,4,0,0,48,17,5,2,9,1,0,23,2,1,1,0.244,0.283,0.267,0.550,-0.090,34.9
나지완,21, LF,-1.15,-0.15,-1.00,31,102,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,0.160,0.324,0.173,0.497,-0.066,49.5
최원준,19, 3B,-1.45,-0.60,-0.85,90,255,253,232,33,46,11,3,1,66,18,8,4,16,4,0,51,4,2,1,0.198,0.261,0.284,0.545,-0.074,41.6
