이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
이도윤,24, SS,1.30,0.36,0.94,56,142,142,128,20,37,3,2,0,44,18,3,2,10,2,0,19,1,0,2,0.289,0.345,0.344,0.689,-0.011,89.4
정은원,20, 2B,1.07,0.63,0.44,79,303,301,254,28,63,9,2,3,85,29,1,1,41,5,0,41,4,2,1,0.248,0.362,0.335,0.697,-0.022,85.9
정은원,23, 2B,1.03,0.57,0.45,122,459,453,388,50,86,12,0,2,104,30,6,3,62,3,1,73,4,5,1,0.222,0.333,0.268,0.601,-0.037,72.8
하주석,22, SS,0.96,0.95,0.01,125,483,481,445,50,115,18,2,5,152,58,20,6,31,3,1,126,4,1,3,0.258,0.309,0.342,0.651,-0.028,78.8
김민하,19, LF,0.95,0.27,0.68,72,140,138,125,14,32,6,0,2,44,14,5,2,9,3,0,41,4,2,1,0.256,0.319,0.352,0.671,-0.030,78.9
노수광,20, LF,0.93,0.21,0.71,71,247,244,216,26,53,8,1,0,63,16,9,3,27,2,2,48,2,1,1,0.245,0.333,0.292,0.625,-0.040,72.4
장운호,21, CF,0.92,0.08,0.85,103,338,331,285,36,67,10,0,0,77,28,3,6,36,7,0,77,7,7,3,0.235,0.332,0.270,0.602,-0.043,69.4
이성곤,21, 1B,0.91,1.08,-0.16,60,206,205,172,17,46,12,2,1,65,24,0,3,29,3,0,52,4,1,1,0.267,0.380,0.378,0.758,0.009,110.6
최인호,21, LF,0.89,0.40,0.49,49,164,164,136,17,28,6,0,4,46,23,2,1,24,2,0,43,1,0,2,0.206,0.329,0.338,0.667,-0.024,84.2
김민하,20, LF,0.89,0.38,0.51,36,85,84,74,10,21,6,0,1,30,11,0,0,8,2,0,16,2,1,0,0.284,0.369,0.405,0.774,0.005,106.5
황영묵,24, SS,0.88,0.61,0.27,45,140,140,131,22,41,5,1,1,51,17,2,1,7,2,0,18,3,0,0,0.313,0.357,0.389,0.746,0.000,98.1
김태연,24, 1B,0.76,1.13,-0.37,49,175,174,149,21,46,8,0,6,72,28,2,2,21,2,0,29,2,1,2,0.309,0.397,0.483,0.880,0.032,122.5
장운호,22, RF,0.73,0.33,0.40,57,146,143,122,12,29,3,0,1,35,15,0,2,17,3,1,24,2,2,2,0.238,0.340,0.287,0.627,-0.027,80.3
이용규,20, CF,0.72,2.21,-1.49,120,487,485,419,60,120,14,2,1,141,32,17,8,59,6,0,36,9,2,1,0.286,0.381,0.337,0.718,-0.003,100.7
페레즈,21, 2B,0.72,0.86,-0.14,59,252,252,224,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,7,0.268,0.321,0.411,0.732,-0.012,94.1
지성준,19, C,0.68,0.27,0.41,58,109,109,104,7,26,6,0,2,38,11,0,0,5,0,0,21,3,0,0,0.250,0.284,0.365,0.649,-0.025,82.8
송광민,19, 3B,0.67,0.81,-0.15,122,486,483,454,50,120,21,0,7,162,51,8,2,21,3,0,91,18,3,5,0.264,0.298,0.357,0.655,-0.034,75.3
힐리,21, 1B,0.63,0.77,-0.15,67,268,268,249,27,64,11,1,7,98,37,2,1,16,2,0,58,6,0,1,0.257,0.306,0.394,0.700,-0.021,86.0
장진혁,22, RF,0.61,0.21,0.40,41,132,131,116,11,27,2,0,2,35,17,2,1,12,0,0,28,1,1,3,0.233,0.298,0.302,0.600,-0.036,72.2
김민하,21, LF,0.59,-0.03,0.62,46,142,142,115,14,24,4,1,1,33,17,6,3,17,8,0,36,3,0,2,0.209,0.345,0.287,0.632,-0.031,78.3
박상언,24, C,0.57,0.39,0.18,25,50,50,40,4,12,3,0,0,15,4,1,0,9,1,0,11,0,0,0,0.300,0.440,0.375,0.815,0.035,124.6
하주석,20, SS,0.43,0.55,-0.12,72,281,279,262,22,75,11,0,2,92,32,4,1,13,2,0,66,3,2,2,0.286,0.323,0.351,0.674,-0.032,78.4
노시환,20, 3B,0.39,0.46,-0.06,106,387,385,346,46,76,18,2,12,134,43,0,1,33,6,1,116,8,1,1,0.220,0.298,0.387,0.685,-0.038,73.8
오선진,19, SS,0.37,0.39,-0.02,122,453,443,392,37,88,16,0,3,113,36,7,2,38,10,0,72,8,10,3,0.224,0.307,0.288,0.595,-0.043,68.3
최진행,19, LF,0.36,0.47,-0.10,45,129,129,117,10,27,6,0,6,51,19,0,0,9,2,0,28,3,0,1,0.231,0.295,0.436,0.731,-0.006,98.3
이원석,23, CF,0.25,0.11,0.14,81,138,138,116,20,22,1,1,0,25,8,13,3,21,1,0,33,3,0,0,0.190,0.319,0.216,0.535,-0.038,71.7
김인환,23, 1B,0.23,0.48,-0.25,112,365,365,325,34,73,16,0,7,110,42,1,0,35,2,2,91,4,0,3,0.225,0.301,0.338,0.639,-0.034,74.9
박정현,20, SS,0.23,0.28,-0.05,30,64,64,61,6,17,3,0,1,23,9,0,0,3,0,0,17,2,0,0,0.279,0.313,0.377,0.690,-0.002,101.1
김강민,24, CF,0.22,0.13,0.08,28,61,61,54,3,16,0,0,1,19,6,0,0,4,3,0,13,1,0,0,0.296,0.377,0.352,0.729,-0.012,89.1
강경학,19, SS,0.21,0.32,-0.11,52,135,132,113,21,27,4,0,0,31,12,1,2,15,3,0,32,3,3,1,0.239,0.341,0.274,0.615,-0.022,85.6
장진혁,19, CF,0.20,0.97,-0.77,113,349,347,315,42,80,16,5,1,109,24,13,5,26,5,0,74,4,2,1,0.254,0.320,0.346,0.666,-0.020,86.8
김회성,19, 1B,0.20,0.17,0.03,58,117,116,104,7,24,4,0,3,37,18,2,1,11,0,0,24,1,1,1,0.231,0.302,0.356,0.658,-0.036,73.6
이성곤,22, 1B,0.20,-0.01,0.20,41,117,117,99,6,19,5,0,0,24,5,1,1,17,0,0,32,0,0,1,0.192,0.308,0.242,0.550,-0.044,65.5
노수광,21, LF,0.17,0.24,-0.07,52,180,178,160,21,37,7,0,3,53,14,13,1,17,1,0,46,1,2,0,0.231,0.309,0.331,0.640,-0.040,71.6
이동훈,19, CF,0.17,0.03,0.14,14,31,31,31,3,9,1,0,0,10,4,3,0,0,0,0,8,1,0,0,0.290,0.290,0.323,0.613,-0.056,56.5
안치홍,24, DH,0.16,0.88,-0.72,62,265,265,234,35,62,9,0,8,95,30,2,1,25,4,0,40,2,0,2,0.265,0.343,0.406,0.749,-0.004,94.6
하주석,19, SS,0.15,0.14,0.01,5,20,19,19,3,5,2,0,0,7,2,0,0,0,0,0,4,1,1,0,0.263,0.263,0.368,0.631,-0.018,88.7
오선진,20, SS,0.13,-0.13,0.27,93,222,216,197,17,46,4,0,2,56,17,0,1,16,3,0,39,10,6,0,0.234,0.301,0.284,0.585,-0.061,57.6
이해창,20, C,0.10,0.13,-0.04,70,135,134,119,11,32,5,0,3,46,17,0,2,9,4,0,23,6,1,2,0.269,0.336,0.387,0.723,-0.021,87.0
김태연,19, 3B,0.09,0.07,0.02,9,6,6,4,0,1,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0.250,0.500,0.500,1.000,0.101,189.2
정진호,21, RF,0.08,-0.30,0.38,48,167,162,145,9,33,9,0,0,42,15,4,1,15,1,1,22,5,4,2,0.228,0.301,0.290,0.591,-0.063,53.7
박상언,20, C,0.07,-0.24,0.31,38,47,47,46,4,10,3,0,0,13,2,0,0,0,1,0,16,1,0,0,0.217,0.234,0.283,0.517,-0.108,20.9
정은원,24, LF,0.06,-0.11,0.17,27,78,77,64,10,11,3,1,1,19,6,2,0,13,0,0,16,0,1,0,0.172,0.312,0.297,0.609,-0.051,59.9
이원석,19, CF,0.05,-0.09,0.14,13,9,9,6,3,0,0,0,0,0,0,2,0,2,1,0,5,0,0,0,0.000,0.333,0.000,0.333,-0.080,36.3
강경학,21, SS,0.04,-0.16,0.20,12,26,26,22,1,3,0,0,0,3,0,1,0,4,0,0,10,0,0,0,0.136,0.269,0.136,0.405,-0.115,10.3
권광민,22, LF,0.03,0.16,-0.13,32,87,87,71,6,16,3,1,0,21,8,0,1,13,1,0,30,0,0,2,0.225,0.345,0.296,0.641,-0.025,81.8
오선진,23, SS,0.02,0.40,-0.38,90,199,196,165,17,38,6,0,0,44,14,2,0,24,5,0,34,7,3,2,0.230,0.342,0.267,0.609,-0.025,83.4
김종민,19, C,0.01,-0.14,0.15,10,21,20,20,2,4,0,0,1,7,1,0,0,0,0,0,7,1,1,0,0.200,0.200,0.350,0.550,-0.115,10.2
이진영,24, CF,0.01,-0.09,0.10,23,63,63,55,9,11,4,0,0,15,8,0,0,6,2,0,18,1,0,0,0.200,0.302,0.273,0.575,-0.065,49.0
장규현,21, C,-0.02,-0.03,0.01,7,12,12,12,0,3,1,0,0,4,1,0,0,0,0,0,4,1,0,0,0.250,0.250,0.333,0.583,-0.080,38.2
유장혁,19, LF,-0.02,-0.15,0.13,38,61,61,55,10,9,1,0,1,13,4,3,0,5,0,0,17,0,0,1,0.164,0.230,0.236,0.466,-0.080,36.1
유상빈,23, DH,-0.03,-0.04,0.01,3,8,8,6,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.000,0.250,0.000,0.250,-0.135,-10.6
이원석,24, CF,-0.03,-0.18,0.15,22,9,9,8,3,2,0,0,0,2,1,2,0,1,0,0,4,1,0,0,0.250,0.333,0.250,0.583,-0.065,48.6
김회성,20, 1B,-0.04,0.04,-0.07,15,25,23,18,1,3,1,0,0,4,1,0,0,3,1,0,6,2,2,1,0.167,0.304,0.222,0.526,-0.039,75.2
유상빈,22, LF,-0.05,0.22,-0.26,17,49,47,46,3,15,5,0,0,20,4,0,1,0,0,0,11,0,2,1,0.326,0.319,0.435,0.754,-0.007,97.4
유장혁,20, LF,-0.05,-0.27,0.22,30,46,46,42,3,7,1,0,0,8,0,0,1,4,0,0,18,0,0,0,0.167,0.239,0.190,0.429,-0.116,14.7
변우혁,22, 1B,-0.06,0.16,-0.21,21,61,61,61,5,16,3,0,3,28,8,0,0,0,0,0,21,3,0,0,0.262,0.262,0.459,0.721,-0.017,88.7
장운호,19, CF,-0.06,-0.01,-0.05,7,12,11,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0.100,0.182,0.100,0.282,-0.014,91.8
이성열,21, RF,-0.07,0.06,-0.13,46,140,140,119,15,25,8,0,2,39,20,1,0,18,1,0,36,2,0,2,0.210,0.314,0.328,0.642,-0.033,76.4
이재원,24, C,-0.07,-0.14,0.07,17,37,36,28,3,5,0,0,0,5,3,0,0,5,2,1,5,1,1,1,0.179,0.333,0.179,0.512,-0.070,46.6
장운호,23, RF,-0.08,0.03,-0.11,4,11,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.222,0.364,0.222,0.586,-0.036,73.4
이진영,22, RF,-0.08,0.08,-0.17,70,240,240,220,27,44,12,1,8,82,31,2,2,17,0,0,90,4,0,3,0.200,0.254,0.373,0.627,-0.044,65.1
이도윤,20, 3B,-0.09,-0.17,0.09,14,25,25,24,3,5,1,0,0,6,1,0,0,1,0,0,6,0,0,0,0.208,0.240,0.250,0.490,-0.123,8.8
정근우,19, CF,-0.10,0.89,-0.99,88,305,301,277,37,77,10,1,3,98,30,8,5,20,4,1,43,11,3,1,0.278,0.334,0.354,0.688,-0.016,90.0
허관회,22, DH,-0.10,0.01,-0.11,15,25,24,23,3,5,2,0,0,7,1,1,0,1,0,0,7,2,1,0,0.217,0.250,0.304,0.554,-0.042,68.2
장운호,20, CF,-0.10,-0.07,-0.04,24,29,29,27,5,4,1,0,1,8,4,0,0,2,0,0,9,0,0,0,0.148,0.207,0.296,0.503,-0.089,34.8
이창열,19, 2B,-0.11,-0.05,-0.06,11,16,15,13,3,2,0,0,0,2,1,0,0,1,1,0,5,1,1,0,0.154,0.267,0.154,0.421,-0.107,18.3
이명기,24, DH,-0.12,-0.14,0.02,4,8,7,7,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0.000,0.000,0.000,0.000,-0.324,-117.0
노수광,23, LF,-0.12,-0.02,-0.11,30,94,92,77,6,17,5,0,0,22,4,2,1,13,0,0,27,3,2,2,0.221,0.326,0.286,0.612,-0.043,68.1
양성우,20, LF,-0.13,-0.08,-0.05,5,9,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0.222,0.222,0.222,0.444,-0.154,-14.2
김현민,21, 2B,-0.14,-0.21,0.08,5,12,12,12,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.083,0.083,0.083,0.166,-0.182,-44.7
장진혁,24, CF,-0.14,0.03,-0.17,22,66,65,60,14,13,2,0,2,21,10,5,1,4,1,0,19,1,1,0,0.217,0.277,0.350,0.627,-0.044,65.2
김인환,19, 1B,-0.15,-0.29,0.14,18,46,46,42,1,9,1,0,0,10,2,0,0,2,0,0,9,0,0,2,0.214,0.239,0.238,0.477,-0.105,14.4
박한결,19, 3B,-0.15,-0.18,0.02,9,11,11,11,0,2,0,0,0,2,0,0,1,0,0,0,4,1,0,0,0.182,0.182,0.182,0.364,-0.160,-31.9
최윤석,19, SS,-0.15,0.09,-0.25,7,15,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0,0,0.250,0.400,0.250,0.650,-0.005,99.7
유로결,24, LF,-0.16,-0.07,-0.09,5,13,13,11,2,2,0,0,0,2,1,0,1,2,0,0,2,1,0,0,0.182,0.308,0.182,0.490,-0.088,30.9
허인서,22, C,-0.17,-0.20,0.02,8,19,19,18,1,3,0,0,0,3,0,0,0,1,0,0,8,0,0,0,0.167,0.211,0.167,0.378,-0.139,-16.4
정기훈,20, 1B,-0.18,-0.16,-0.02,29,36,36,31,9,5,2,0,0,7,2,0,1,3,2,0,15,0,0,0,0.161,0.278,0.226,0.504,-0.090,34.4
박정현,21, SS,-0.18,-0.49,0.32,33,120,117,107,10,21,4,0,0,25,9,1,0,9,0,0,32,1,3,1,0.196,0.256,0.234,0.490,-0.095,28.0
김지수,21, CF,-0.18,-0.34,0.16,11,25,25,24,0,2,1,0,0,3,0,0,0,1,0,0,14,0,0,0,0.083,0.120,0.125,0.245,-0.173,-37.2
하주석,24, SS,-0.18,-0.08,-0.10,16,55,54,50,2,13,4,0,0,17,4,1,2,3,1,0,15,0,1,0,0.260,0.315,0.340,0.655,-0.040,68.4
변우혁,19, 1B,-0.18,0.01,-0.20,29,61,61,53,7,12,1,0,1,16,2,0,0,7,1,0,17,3,0,0,0.226,0.328,0.302,0.630,-0.034,75.0
이성곤,23, DH,-0.20,-0.16,-0.04,8,16,15,14,2,2,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0.143,0.200,0.143,0.343,-0.151,-16.5
호잉,20, RF,-0.20,-0.35,0.15,34,134,134,124,12,24,4,0,4,40,14,5,3,9,1,0,34,4,0,0,0.194,0.254,0.323,0.577,-0.080,42.2
박상언,22, C,-0.21,0.03,-0.23,56,151,146,134,16,30,5,1,4,49,17,0,3,11,0,0,28,2,5,1,0.224,0.281,0.366,0.647,-0.040,70.2
이동훈,20, CF,-0.23,-0.51,0.29,37,39,39,38,5,4,0,0,0,4,1,0,0,0,1,0,14,0,0,0,0.105,0.128,0.105,0.233,-0.205,-53.2
허관회,23, C,-0.27,-0.18,-0.08,10,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,-0.301,-151.6
정민규,21, 2B,-0.28,-0.20,-0.07,6,17,17,16,1,2,1,0,0,3,0,0,0,1,0,0,6,1,0,0,0.125,0.176,0.188,0.364,-0.157,-24.0
임종찬,24, CF,-0.28,-0.17,-0.11,21,60,60,54,8,8,3,2,0,15,7,0,1,5,1,0,17,2,0,0,0.148,0.233,0.278,0.511,-0.078,38.8
이해창,22, C,-0.28,-0.23,-0.06,4,11,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.000,0.000,0.000,0.000,-0.296,-127.9
이명기,23, DH,-0.29,-0.29,-0.01,14,42,42,40,2,7,1,0,0,8,5,1,0,2,0,0,9,0,0,0,0.175,0.214,0.200,0.414,-0.113,8.6
이해창,21, C,-0.30,-0.36,0.07,20,60,57,54,4,9,3,0,0,12,4,0,1,1,1,0,13,0,3,1,0.167,0.193,0.222,0.415,-0.114,13.9
박상언,23, C,-0.30,-0.61,0.32,86,161,158,145,13,29,5,1,1,39,13,1,2,10,1,0,38,6,3,2,0.200,0.253,0.269,0.522,-0.083,35.2
임종찬,22, RF,-0.30,-0.31,0.01,20,57,57,53,2,10,1,0,2,17,6,0,1,3,0,1,23,1,0,1,0.189,0.228,0.321,0.549,-0.090,25.5
김문호,20, CF,-0.30,-0.01,-0.29,18,52,52,46,6,10,1,0,2,17,5,0,0,5,1,0,11,1,0,0,0.217,0.308,0.370,0.678,-0.059,57.8
백진우,19, LF,-0.31,-0.05,-0.26,16,48,46,44,4,10,3,0,0,13,3,0,0,0,2,0,18,1,2,0,0.227,0.261,0.295,0.556,-0.050,62.7
정민규,22, 1B,-0.31,-0.16,-0.15,9,24,24,23,3,3,0,0,0,3,0,0,0,0,1,0,11,0,0,0,0.130,0.167,0.130,0.297,-0.133,-10.6
조한민,21, SS,-0.33,0.01,-0.33,52,145,144,127,15,25,6,2,5,50,18,3,2,13,2,0,57,4,1,2,0.197,0.278,0.394,0.672,-0.046,66.4
박정현,23, SS,-0.33,-0.32,0.00,53,113,110,105,12,19,6,0,2,31,4,0,0,3,2,0,36,2,3,0,0.181,0.218,0.295,0.513,-0.086,33.3
김건,23, DH,-0.35,-0.15,-0.19,7,12,12,12,1,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0.167,0.167,0.167,0.334,-0.166,-37.1
이도윤,22, SS,-0.36,-0.73,0.37,80,126,122,113,9,18,7,0,1,28,8,3,2,8,0,0,30,1,4,1,0.159,0.213,0.248,0.461,-0.104,16.3
송호정,21, 2B,-0.37,-0.18,-0.19,10,11,11,10,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0.000,0.091,0.000,0.091,-0.257,-105.2
채은성,24, 1B,-0.37,0.00,-0.37,45,187,187,169,22,39,7,0,5,61,29,1,1,14,2,0,34,3,0,2,0.231,0.294,0.361,0.655,-0.038,69.4
조한민,20, SS,-0.38,-0.16,-0.22,25,52,52,50,7,11,4,0,0,15,2,0,0,0,2,0,22,0,0,0,0.220,0.250,0.300,0.550,-0.092,32.3
노태형,20, 2B,-0.38,-0.23,-0.15,55,113,112,102,14,22,4,1,0,28,6,0,1,7,3,0,31,0,1,0,0.216,0.286,0.275,0.561,-0.076,45.3
강상원,21, CF,-0.39,-0.12,-0.27,35,49,47,37,7,4,0,0,0,4,2,3,0,9,1,0,11,0,2,0,0.108,0.298,0.108,0.406,-0.085,37.4
원혁재,22, LF,-0.42,-0.23,-0.19,11,23,23,21,2,2,1,0,0,3,0,0,0,2,0,0,12,0,0,0,0.095,0.174,0.143,0.317,-0.156,-30.6
허관회,21, C,-0.43,-0.34,-0.08,28,79,79,63,4,12,0,0,0,12,2,0,0,13,1,0,22,1,0,2,0.190,0.329,0.190,0.519,-0.069,47.6
장진혁,23, CF,-0.44,-0.19,-0.25,68,178,178,162,24,36,5,1,0,43,12,5,4,15,0,0,41,3,0,1,0.222,0.287,0.265,0.552,-0.058,54.5
이도윤,21, 3B,-0.44,-0.48,0.04,56,68,67,63,5,11,0,0,0,11,2,1,2,4,0,0,18,1,1,0,0.175,0.224,0.175,0.399,-0.129,0.3
유로결,23, RF,-0.45,-0.32,-0.12,27,53,52,48,5,7,1,0,0,8,5,1,0,1,1,0,10,3,1,2,0.146,0.173,0.167,0.340,-0.112,10.9
노태형,21, 2B,-0.45,-0.32,-0.13,18,49,49,43,6,5,1,0,0,6,1,0,0,6,0,0,15,0,0,0,0.116,0.224,0.140,0.364,-0.122,4.3
이원석,22, CF,-0.46,-0.33,-0.13,20,39,38,35,4,4,0,0,1,7,1,0,0,3,0,0,18,1,1,0,0.114,0.184,0.200,0.384,-0.140,-14.2
이동훈,21, CF,-0.51,-0.35,-0.16,33,62,58,53,8,10,1,0,0,11,2,2,2,3,2,0,12,2,4,0,0.189,0.259,0.208,0.467,-0.096,30.3
장지승,21, LF,-0.52,-0.26,-0.26,24,72,70,61,7,11,1,0,1,15,5,2,0,7,1,0,24,4,2,1,0.180,0.271,0.246,0.517,-0.091,31.3
장진혁,20, CF,-0.56,-0.26,-0.30,19,37,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,0.156,0.270,0.219,0.489,-0.101,26.1
최진행,20, LF,-0.57,0.16,-0.73,84,240,240,214,23,50,5,0,8,79,30,0,0,18,5,0,59,11,0,3,0.234,0.304,0.369,0.673,-0.043,70.0
하주석,23, SS,-0.58,-0.36,-0.22,25,38,38,35,4,4,1,0,0,5,2,0,0,2,1,0,10,0,0,0,0.114,0.184,0.143,0.327,-0.156,-28.5
백용환,21, C,-0.58,-0.04,-0.54,36,95,93,81,10,12,1,0,4,25,4,0,0,9,3,0,24,4,2,0,0.148,0.258,0.309,0.567,-0.053,61.2
임종찬,20, RF,-0.58,-0.27,-0.32,52,119,118,108,5,25,5,0,1,33,12,0,1,9,1,0,38,2,1,0,0.231,0.297,0.306,0.603,-0.067,51.9
박한결,20, 3B,-0.61,-0.15,-0.46,13,24,22,20,5,3,0,0,0,3,1,0,0,2,0,0,8,2,2,0,0.150,0.227,0.150,0.377,-0.150,-2.5
김지수,20, CF,-0.67,-0.20,-0.46,14,26,26,25,2,4,0,0,1,7,4,0,0,1,0,0,7,0,0,0,0.160,0.192,0.280,0.472,-0.131,3.3
송광민,20, 3B,-0.68,-0.23,-0.46,94,298,296,277,31,65,12,0,9,104,43,0,0,14,3,1,69,17,1,3,0.235,0.276,0.375,0.651,-0.058,58.8
