이름,연도,포지션,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,WRC+
서호철,23, 3B,2.85,1.75,1.10,114,435,429,397,50,114,17,3,5,152,41,4,5,20,8,0,51,9,6,4,0.287,0.331,0.383,0.714,-0.005,100.1
권희동,20, RF,2.75,2.45,0.30,123,426,420,346,67,90,16,0,12,142,50,3,0,58,11,0,72,6,6,5,0.260,0.379,0.410,0.789,0.010,110.1
박민우,22, 2B,2.72,2.16,0.56,104,451,440,390,61,104,22,1,4,140,38,21,4,42,10,5,55,7,6,3,0.267,0.351,0.359,0.710,-0.005,98.6
김태진,19, LF,2.64,1.23,1.42,123,399,394,374,44,103,14,5,5,142,46,12,4,16,1,0,67,3,5,3,0.275,0.305,0.380,0.685,-0.018,88.9
이명기,20, LF,2.58,2.88,-0.29,136,540,535,477,82,146,18,3,2,176,45,12,7,50,4,0,78,6,5,4,0.306,0.374,0.369,0.743,0.007,108.2
도태훈,23, 3B,2.38,1.79,0.59,117,302,294,239,41,56,6,0,5,77,23,2,1,38,17,1,48,8,7,1,0.234,0.376,0.322,0.698,0.014,115.8
마티니,22, LF,2.33,4.50,-2.18,139,576,572,510,67,151,34,1,16,235,85,12,4,51,8,5,86,8,0,7,0.296,0.365,0.461,0.826,0.030,128.5
노진혁,22, 3B,2.30,2.92,-0.62,115,451,445,396,50,111,24,0,15,180,75,2,0,45,2,3,105,11,3,5,0.280,0.353,0.455,0.808,0.017,117.3
김주원,23, SS,2.22,1.42,0.80,127,474,466,403,56,94,9,2,10,137,54,15,3,44,15,1,106,6,8,4,0.233,0.328,0.340,0.668,-0.022,85.4
권희동,23, LF,2.18,2.79,-0.61,96,373,369,309,33,88,16,0,7,125,63,2,0,49,6,0,50,4,4,5,0.285,0.388,0.405,0.793,0.030,128.9
권희동,24, LF,2.11,1.47,0.64,60,251,251,203,28,58,10,1,1,73,30,2,0,40,5,0,33,5,0,3,0.286,0.410,0.360,0.770,0.019,112.7
김주원,24, SS,2.02,0.17,1.85,61,215,209,175,25,35,6,1,4,55,22,8,1,23,10,0,56,1,6,1,0.200,0.325,0.314,0.639,-0.037,71.1
권희동,19, RF,1.99,2.42,-0.44,116,413,407,348,37,89,17,0,6,124,41,3,0,50,7,1,60,10,5,3,0.256,0.358,0.356,0.714,0.008,110.4
박민우,24, 2B,1.96,1.13,0.83,46,214,208,181,26,52,8,2,1,67,14,18,4,23,6,3,34,2,3,1,0.287,0.384,0.370,0.754,0.009,105.0
박민우,21, 2B,1.96,0.93,1.03,50,215,211,180,30,47,5,3,1,61,18,12,3,22,7,0,23,4,4,2,0.261,0.360,0.339,0.699,-0.013,93.4
박건우,24, RF,1.95,2.38,-0.43,59,244,242,216,39,74,17,1,5,108,33,2,0,26,1,3,37,5,0,1,0.343,0.414,0.500,0.914,0.056,140.4
김태군,21, C,1.90,0.30,1.60,102,276,267,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3,0.220,0.311,0.341,0.652,-0.033,77.6
강진성,20, 1B,1.78,2.23,-0.45,121,432,430,395,53,122,25,0,12,183,70,9,1,20,9,0,46,11,2,6,0.309,0.351,0.463,0.814,0.001,103.7
나성범,19, RF,1.75,1.64,0.11,23,106,106,93,19,34,12,1,4,60,14,2,1,12,1,0,26,2,0,0,0.366,0.443,0.645,1.088,0.111,198.5
권희동,21, RF,1.39,1.68,-0.29,55,171,170,133,25,35,3,0,8,62,26,2,0,29,5,1,24,4,1,3,0.263,0.406,0.466,0.872,0.047,141.4
데이비슨,24, 1B,1.38,2.10,-0.72,55,242,242,209,39,61,10,0,17,122,44,0,1,20,10,2,62,4,0,3,0.292,0.376,0.584,0.960,0.058,141.8
모창민,19, 1B,1.32,2.33,-1.01,101,386,385,341,49,104,21,2,10,159,55,3,2,31,3,1,62,8,0,11,0.305,0.358,0.466,0.824,0.013,114.6
최정원,21, 2B,1.27,0.45,0.82,72,238,234,212,40,60,4,2,0,68,8,10,7,18,4,0,40,0,4,0,0.283,0.350,0.321,0.671,-0.029,80.1
김태군,20, C,1.25,0.39,0.86,80,131,124,113,16,33,6,0,1,42,18,0,0,6,4,0,14,3,7,1,0.292,0.347,0.372,0.719,-0.020,88.1
박석민,21, 3B,1.23,1.29,-0.06,59,205,201,171,27,44,8,0,10,82,41,0,0,27,2,1,43,8,3,2,0.257,0.361,0.480,0.841,0.021,120.5
김성욱,19, CF,1.21,0.80,0.41,116,333,323,287,38,66,16,1,9,111,36,6,4,29,3,1,69,4,9,5,0.230,0.302,0.387,0.689,-0.026,82.4
이명기,19, RF,1.08,1.19,-0.11,59,245,240,219,25,67,7,1,1,79,15,10,1,20,0,1,25,8,4,2,0.306,0.361,0.361,0.722,-0.005,99.7
권희동,22, CF,1.07,0.95,0.11,82,280,277,238,30,54,5,1,5,76,22,2,1,31,8,1,44,3,2,1,0.227,0.335,0.319,0.654,-0.014,91.1
김주원,21, 2B,1.01,0.44,0.57,69,189,187,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2,0.241,0.316,0.386,0.702,-0.031,78.5
손시헌,19, SS,0.98,0.37,0.61,68,149,145,135,17,36,4,1,2,48,10,1,2,5,5,0,23,2,4,0,0.267,0.317,0.356,0.673,-0.020,87.3
김형준,24, C,0.94,0.36,0.58,53,206,202,172,22,38,8,0,10,76,29,0,0,26,2,0,67,4,4,2,0.221,0.327,0.442,0.769,-0.014,87.5
김형준,23, C,0.90,0.36,0.54,26,82,81,72,10,17,2,0,6,37,13,0,0,8,1,0,24,3,1,0,0.236,0.321,0.514,0.835,-0.001,103.5
박세혁,23, C,0.88,0.53,0.35,88,283,277,242,35,51,9,3,6,84,32,1,1,30,4,0,43,3,6,1,0.211,0.307,0.347,0.654,-0.026,82.4
김기환,22, CF,0.85,0.30,0.55,73,131,129,113,26,25,5,1,0,32,6,14,2,13,2,0,38,0,2,1,0.221,0.310,0.283,0.593,-0.042,67.4
손아섭,24, DH,0.78,0.58,0.20,61,274,273,258,33,76,12,0,4,100,39,6,2,11,0,0,47,1,1,4,0.295,0.319,0.388,0.707,-0.019,83.4
서호철,24, 3B,0.78,1.26,-0.48,61,256,255,222,26,68,7,0,3,84,30,1,2,21,10,0,47,10,1,2,0.306,0.388,0.378,0.766,0.015,109.4
김성욱,24, CF,0.77,0.48,0.28,61,227,226,195,31,41,6,1,9,76,34,6,1,19,11,0,40,4,1,1,0.210,0.314,0.390,0.704,-0.023,80.8
이명기,21, LF,0.76,1.75,-0.99,56,232,229,191,30,56,12,0,2,74,14,6,3,37,1,0,27,2,3,0,0.293,0.410,0.387,0.797,0.029,127.0
지석훈,20, 3B,0.72,-0.06,0.78,87,142,140,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,0.207,0.300,0.298,0.598,-0.063,55.7
김찬형,19, SS,0.68,0.42,0.26,76,154,152,141,16,39,4,2,1,50,12,3,4,6,4,0,21,1,2,1,0.277,0.322,0.355,0.677,-0.010,95.5
김성욱,20, CF,0.63,0.23,0.40,104,225,218,195,32,43,4,1,8,73,26,12,5,17,4,0,40,0,7,2,0.221,0.294,0.374,0.668,-0.046,68.9
김형준,20, C,0.60,0.45,0.15,44,82,82,72,12,22,1,0,3,32,11,0,0,10,0,0,21,1,0,0,0.306,0.390,0.444,0.834,0.011,110.9
스몰린스키,19, RF,0.59,0.92,-0.34,55,228,228,205,32,47,14,1,9,90,42,3,1,16,5,0,31,7,0,2,0.229,0.298,0.439,0.737,-0.007,97.5
박준영,21, SS,0.54,0.41,0.13,111,315,312,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2,0.209,0.301,0.337,0.638,-0.035,75.2
이우성,19, LF,0.51,0.38,0.13,28,81,80,71,12,19,3,0,3,31,12,0,0,7,0,0,18,1,1,2,0.268,0.325,0.437,0.762,-0.005,99.3
지석훈,19, 3B,0.49,0.27,0.22,76,169,166,149,15,34,9,0,2,49,15,0,1,10,6,1,37,6,2,2,0.228,0.299,0.329,0.628,-0.031,77.6
최정원,23, 2B,0.47,0.35,0.12,39,56,54,50,12,13,3,2,0,20,5,4,1,1,3,0,13,1,2,0,0.260,0.315,0.400,0.715,0.000,103.6
모창민,20, 1B,0.40,0.58,-0.18,62,149,147,136,10,41,10,2,2,61,13,0,0,8,1,1,22,5,2,2,0.301,0.340,0.449,0.789,-0.003,100.8
윤형준,23, 1B,0.40,0.33,0.07,82,236,234,218,17,55,12,1,5,84,27,1,1,10,3,0,58,6,2,3,0.252,0.291,0.385,0.676,-0.034,75.7
박세혁,24, C,0.38,0.36,0.02,36,72,69,61,4,17,5,0,0,22,4,1,0,7,1,0,20,2,3,0,0.279,0.362,0.361,0.723,0.005,102.0
김태군,19, C,0.37,0.08,0.28,18,28,28,22,0,4,0,0,0,4,1,0,0,4,2,0,8,1,0,0,0.182,0.357,0.182,0.539,-0.020,87.0
김성욱,23, LF,0.34,0.60,-0.26,93,204,201,179,28,40,10,0,6,68,16,6,1,16,5,0,63,7,3,1,0.223,0.303,0.380,0.683,-0.020,87.1
이재율,20, CF,0.33,0.26,0.07,25,10,10,9,9,4,1,0,0,5,3,4,1,1,0,0,1,1,0,0,0.444,0.500,0.556,1.056,0.194,250.3
도태훈,24, 2B,0.32,0.13,0.19,40,75,73,57,6,12,3,0,0,15,6,0,0,11,4,0,13,2,2,1,0.211,0.370,0.263,0.633,-0.016,86.2
도태훈,22, 3B,0.31,-0.11,0.42,91,163,156,139,18,30,7,0,2,43,13,0,0,13,1,0,23,5,7,3,0.216,0.282,0.309,0.591,-0.060,53.8
천재환,23, CF,0.31,0.13,0.17,78,179,177,163,12,39,7,1,2,54,17,2,3,8,4,0,44,5,2,2,0.239,0.288,0.331,0.619,-0.042,69.1
이원재,20, 1B,0.29,0.21,0.09,73,146,144,132,15,34,5,2,4,55,17,1,0,11,0,1,26,3,2,1,0.258,0.313,0.417,0.730,-0.032,78.7
박한결,23, LF,0.29,0.21,0.08,12,18,18,15,3,5,1,0,1,9,5,0,0,3,0,0,7,0,0,0,0.333,0.444,0.600,1.044,0.088,178.4
최승민,21, LF,0.28,0.03,0.25,48,34,32,31,8,7,1,0,0,8,1,4,3,1,0,0,7,0,2,0,0.226,0.250,0.258,0.508,-0.026,83.0
최정원,24, 2B,0.21,0.20,0.01,37,85,84,68,16,18,2,0,0,20,8,4,3,12,3,0,19,1,1,1,0.265,0.393,0.294,0.687,-0.015,87.0
오영수,24, 1B,0.20,0.08,0.12,20,34,34,30,4,6,0,0,3,15,5,0,0,2,1,0,6,0,0,1,0.200,0.265,0.500,0.765,-0.017,85.4
정범모,19, C,0.18,-0.02,0.20,25,45,43,40,4,9,1,0,2,16,4,1,1,3,0,0,15,0,2,0,0.225,0.279,0.400,0.679,-0.044,68.3
김찬형,21, SS,0.18,0.23,-0.05,17,26,25,22,2,8,1,0,0,9,1,0,0,2,1,0,5,0,1,0,0.364,0.440,0.409,0.849,0.041,135.0
최정원,20, 2B,0.18,0.26,-0.08,49,48,47,40,18,11,3,1,0,16,2,4,0,7,0,0,13,1,1,0,0.275,0.383,0.400,0.783,0.020,117.7
박한결,24, LF,0.18,0.29,-0.11,7,22,22,20,5,5,1,0,4,18,4,0,0,2,0,0,5,0,0,0,0.250,0.318,0.900,1.218,0.114,184.9
최승민,19, LF,0.15,0.22,-0.07,24,10,10,9,5,4,1,0,0,5,1,6,2,1,0,0,2,0,0,0,0.444,0.500,0.556,1.056,0.104,192.2
이인혁,19, CF,0.15,0.17,-0.03,6,9,9,8,1,2,0,0,1,5,1,0,0,1,0,0,3,0,0,0,0.250,0.333,0.625,0.958,0.135,218.8
박대온,23, C,0.14,0.20,-0.05,25,33,33,28,6,8,3,0,0,11,3,0,0,3,1,0,8,0,0,1,0.286,0.364,0.393,0.757,0.012,114.1
강진성,19, LF,0.14,0.58,-0.44,41,104,104,97,11,24,4,1,2,36,14,2,1,3,4,0,20,6,0,0,0.247,0.298,0.371,0.669,-0.006,98.9
정진기,22, CF,0.13,0.02,0.11,39,59,59,53,4,10,2,0,1,15,4,1,0,6,0,0,19,1,0,0,0.189,0.271,0.283,0.554,-0.046,63.7
박영빈,23, CF,0.13,-0.02,0.15,41,17,15,14,11,1,1,0,0,2,0,4,2,1,0,0,6,0,2,0,0.071,0.133,0.143,0.276,-0.121,12.7
김준완,21, RF,0.11,0.04,0.07,13,14,14,12,3,2,0,1,0,4,1,0,0,2,0,0,0,0,0,0,0.167,0.286,0.333,0.619,-0.008,97.4
김형준,19, C,0.10,-0.12,0.22,55,119,115,107,13,24,5,0,2,35,9,0,0,8,0,0,24,1,4,0,0.224,0.278,0.327,0.605,-0.058,56.2
이원재,19, 1B,0.10,0.61,-0.52,94,285,280,256,31,66,11,0,8,101,36,1,2,20,1,0,47,5,5,3,0.258,0.311,0.395,0.706,-0.026,81.9
도태훈,20, 3B,0.08,-0.07,0.15,11,13,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,0.182,0.308,0.182,0.490,-0.090,33.8
김휘집,24, SS,0.08,0.00,0.08,9,31,31,26,4,5,0,0,1,8,2,0,0,4,0,0,6,1,0,1,0.192,0.290,0.308,0.598,-0.048,61.2
전민수,21, RF,0.07,0.29,-0.23,71,109,108,98,12,25,3,0,3,37,16,0,0,11,0,1,23,2,0,0,0.255,0.330,0.378,0.708,-0.016,90.3
오영수,22, 1B,0.06,0.61,-0.55,83,259,259,231,25,55,10,0,6,83,31,0,5,22,3,0,58,4,0,3,0.238,0.309,0.359,0.668,-0.016,89.4
김한별,24, SS,0.05,0.21,-0.16,18,31,31,27,6,10,1,0,0,11,2,0,0,1,3,0,7,0,0,0,0.370,0.452,0.407,0.859,0.043,130.5
정현,21, SS,0.04,0.22,-0.18,56,120,114,96,9,22,3,1,0,27,7,0,1,14,4,0,20,6,6,0,0.229,0.351,0.281,0.632,-0.034,77.1
전민수,22, DH,0.04,0.09,-0.06,20,41,41,40,3,11,2,0,0,13,2,0,0,1,0,0,14,0,0,0,0.275,0.293,0.325,0.618,-0.032,75.3
김수윤,24, 1B,0.03,0.03,0.01,5,7,7,6,0,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0.333,0.429,0.333,0.762,0.019,112.8
이재율,21, CF,0.01,-0.13,0.14,23,17,17,15,5,3,2,0,0,5,1,1,1,0,2,0,3,1,0,0,0.200,0.294,0.333,0.627,-0.059,55.8
김준완,20, RF,0.00,-0.03,0.04,45,75,75,65,8,14,1,0,1,18,5,0,0,10,0,0,9,3,0,0,0.215,0.320,0.277,0.597,-0.050,64.3
지석훈,21, 3B,0.00,-0.08,0.09,28,43,43,34,6,5,1,0,0,6,2,0,0,6,2,0,12,0,0,1,0.147,0.302,0.176,0.478,-0.064,51.1
오장한,23, RF,-0.01,-0.03,0.02,3,8,8,7,2,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0.143,0.250,0.143,0.393,-0.117,4.9
정범모,21, C,-0.02,0.11,-0.13,19,23,22,19,2,4,1,0,1,8,5,0,0,2,1,0,4,2,1,0,0.211,0.318,0.421,0.739,0.015,115.0
오영수,23, 1B,-0.04,0.16,-0.19,70,238,232,208,21,49,9,1,4,72,24,3,3,17,5,1,55,5,5,3,0.236,0.305,0.346,0.651,-0.036,74.6
이재용,22, C,-0.05,0.10,-0.14,8,6,6,5,1,1,0,0,1,4,2,0,0,1,0,0,2,1,0,0,0.200,0.333,0.800,1.133,0.067,160.3
김기환,21, RF,-0.05,-0.17,0.12,62,149,148,140,19,29,7,2,3,49,13,15,4,8,0,0,45,1,1,0,0.207,0.250,0.350,0.600,-0.068,48.6
김수윤,22, 1B,-0.06,-0.11,0.05,10,18,18,17,1,2,1,0,1,6,2,0,0,1,0,0,7,0,0,0,0.118,0.167,0.353,0.520,-0.112,7.2
박헌욱,19, RF,-0.10,-0.11,0.00,6,9,9,9,0,1,1,0,0,2,1,0,0,0,0,0,5,1,0,0,0.111,0.111,0.222,0.333,-0.180,-49.3
정범모,22, C,-0.10,-0.03,-0.08,5,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-0.073,40.7
모창민,21, 1B,-0.11,-0.14,0.03,3,6,6,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.000,0.167,0.000,0.167,-0.205,-63.1
오영수,19, 3B,-0.13,-0.15,0.01,3,8,8,8,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.125,0.125,0.125,0.250,-0.205,-70.1
김민수,21, 1B,-0.13,-0.21,0.08,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,-0.317,-154.6
한석현,24, RF,-0.15,-0.03,-0.11,15,22,22,20,3,5,0,0,0,5,2,1,0,1,1,0,6,2,0,0,0.250,0.318,0.250,0.568,-0.070,44.9
최보성,23, 3B,-0.15,0.04,-0.19,12,21,21,19,2,5,0,0,0,5,0,0,0,2,0,0,2,1,0,0,0.263,0.333,0.263,0.596,-0.043,68.0
서호철,22, 2B,-0.16,-0.08,-0.08,89,214,211,195,26,40,8,0,2,54,14,3,1,12,4,0,41,6,3,0,0.205,0.265,0.277,0.542,-0.054,57.4
김준완,19, RF,-0.17,0.00,-0.18,8,19,19,16,0,4,0,0,0,4,1,0,0,2,0,0,2,0,0,1,0.250,0.316,0.250,0.566,-0.067,47.2
한석현,23, LF,-0.18,-0.38,0.20,27,66,64,60,5,12,1,0,0,13,2,2,1,4,0,0,20,2,2,0,0.200,0.250,0.217,0.467,-0.107,15.8
윤형준,21, 1B,-0.18,0.22,-0.40,51,81,78,74,10,22,0,0,5,37,10,0,1,3,0,0,17,2,3,1,0.297,0.321,0.500,0.821,0.003,106.0
박준영,22, 3B,-0.18,0.53,-0.71,75,240,237,208,27,45,8,1,4,67,19,7,2,27,1,0,54,6,3,1,0.216,0.308,0.322,0.630,-0.027,80.0
김수윤,23, 3B,-0.18,-0.08,-0.11,16,15,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0,0,0.214,0.267,0.214,0.481,-0.095,23.7
서호철,20, 2B,-0.20,-0.21,0.00,2,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,-0.338,-154.5
최보성,21, 3B,-0.21,-0.15,-0.07,10,14,13,12,0,3,0,0,0,3,1,0,1,0,1,0,5,0,1,0,0.250,0.308,0.250,0.558,-0.072,48.6
박주찬,23, 3B,-0.24,-0.09,-0.15,5,14,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.123,-0.3
윤형준,22, 1B,-0.24,-0.32,0.09,35,69,69,67,5,14,1,0,1,18,5,1,0,1,1,0,21,1,0,0,0.209,0.232,0.269,0.501,-0.084,31.3
김찬형,20, SS,-0.25,0.36,-0.61,56,72,70,64,10,19,6,0,0,25,7,3,1,4,1,0,11,0,2,1,0.297,0.343,0.391,0.734,0.003,104.6
박석민,22, 3B,-0.28,-0.05,-0.22,16,58,57,47,3,7,2,0,0,9,2,0,0,9,1,0,8,3,1,0,0.149,0.298,0.191,0.489,-0.054,57.1
김한별,22, SS,-0.31,-0.45,0.14,24,23,21,21,0,2,0,0,0,2,0,0,1,0,0,0,6,0,2,0,0.095,0.095,0.095,0.190,-0.218,-67.8
도태훈,21, 3B,-0.35,-0.09,-0.26,77,76,76,66,10,12,1,0,1,16,9,1,0,6,4,0,14,3,0,0,0.182,0.289,0.242,0.531,-0.065,50.9
김태진,20, 3B,-0.35,-0.45,0.10,37,88,87,83,10,18,1,1,1,24,6,2,2,4,0,0,22,0,1,0,0.217,0.253,0.289,0.542,-0.103,25.2
이명기,22, LF,-0.38,0.64,-1.02,94,341,335,300,36,78,13,2,0,95,23,5,4,30,3,0,56,8,6,2,0.260,0.331,0.317,0.648,-0.028,79.8
김진형,19, 1B,-0.40,-0.29,-0.11,11,23,22,20,2,3,1,0,0,4,2,0,0,0,0,0,4,1,1,2,0.150,0.136,0.200,0.336,-0.175,-38.4
정진기,21, RF,-0.44,-0.11,-0.33,86,199,197,186,27,43,8,0,6,69,21,6,3,10,1,0,37,2,2,0,0.231,0.274,0.371,0.645,-0.053,60.9
이원재,21, 1B,-0.44,-0.20,-0.24,31,69,68,65,3,15,2,0,0,17,7,1,0,1,1,0,11,1,1,1,0.231,0.250,0.262,0.512,-0.078,41.0
최승민,22, CF,-0.44,0.03,-0.48,44,34,34,34,19,11,0,0,0,11,3,6,3,0,0,0,7,1,0,0,0.324,0.324,0.324,0.648,-0.047,63.1
김응민,22, C,-0.48,-0.60,0.12,34,75,73,67,7,9,1,0,1,13,5,0,0,3,2,0,12,3,2,1,0.134,0.192,0.194,0.386,-0.127,-2.9
박준영,20, SS,-0.48,-0.16,-0.32,32,51,51,46,4,7,4,0,0,11,3,1,0,2,3,0,17,2,0,0,0.152,0.235,0.239,0.474,-0.102,25.3
천재환,24, CF,-0.49,0.24,-0.72,33,53,51,46,8,13,2,1,1,20,8,3,0,3,2,0,8,3,2,0,0.283,0.353,0.435,0.788,-0.006,93.6
김한별,23, SS,-0.51,-0.53,0.02,79,105,103,97,8,21,0,1,0,23,4,0,3,4,2,0,23,6,2,0,0.216,0.262,0.237,0.499,-0.085,33.5
베탄코트,19, C,-0.59,0.67,-1.26,53,224,224,203,23,50,8,0,8,82,29,1,1,18,1,0,51,1,0,2,0.246,0.308,0.404,0.712,-0.016,90.2
이상호,19, 2B,-0.61,0.12,-0.73,102,256,248,234,30,65,7,0,0,72,12,10,5,9,2,0,22,10,8,3,0.278,0.306,0.308,0.614,-0.046,65.5
천재환,22, CF,-0.63,-0.34,-0.29,29,36,36,35,4,5,1,0,1,9,1,1,0,0,1,0,11,1,0,0,0.143,0.167,0.257,0.424,-0.137,-14.4
이상호,20, 2B,-0.63,-0.62,-0.01,82,65,64,61,18,8,1,0,0,9,4,6,4,3,0,0,5,2,1,0,0.131,0.172,0.148,0.320,-0.160,-17.1
강진성,21, 1B,-0.67,1.46,-2.12,124,462,456,406,49,101,20,0,7,142,38,9,3,36,14,2,68,12,4,2,0.249,0.330,0.350,0.680,-0.016,90.3
박대온,21, C,-0.79,-0.55,-0.24,42,95,91,85,4,18,1,0,0,19,5,0,0,4,0,0,21,0,4,2,0.212,0.242,0.224,0.466,-0.109,18.4
안중열,23, C,-0.83,-0.02,-0.80,77,177,174,154,15,30,6,0,4,48,17,0,0,16,2,0,45,6,3,2,0.195,0.276,0.312,0.588,-0.048,63.8
박석민,23, 3B,-0.83,-0.10,-0.73,30,107,106,88,9,17,1,0,1,21,8,0,0,14,3,0,22,4,1,1,0.193,0.321,0.239,0.560,-0.057,55.9
박대온,22, C,-1.25,-1.01,-0.24,59,133,130,127,8,23,4,0,1,30,10,0,0,0,2,0,37,4,3,1,0.181,0.192,0.236,0.428,-0.123,-0.3
