이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
최성영,19, P,,26,15,82.1,12,2,9,1,91.7,1.20,,,,,,,,,0.00,0.00,,,0.000
강동연,20, P,,22,0,24.0,3,0,2,1,66.7,0.75,,,,,,,,,0.00,0.00,,,0.000
김시훈,23, P,,59,0,52.2,8,1,6,1,87.5,1.20,,,,,,,,,0.00,0.00,,,0.000
이우석,21, P,,10,0,9.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
안인산,21, P,,7,0,6.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
류진욱,22, P,,51,0,46.1,9,2,5,2,77.8,1.36,,,,,,,,,0.00,0.00,,,0.000
김주원,22, 3B,,1,0,1.0,0,0,0,0,,0.00,-0.08,,0.00,,,,,,-0.08,-0.13,,,-0.008
오태양,21, 2B,,1,0,1.0,1,1,0,0,100.0,9.00,0.58,,0.00,,,,,,0.58,83.32,,,0.055
이인혁,19, LF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.02,,,0.000
이원재,20, LF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,,,0.000
강윤구,19, P,,65,0,56.1,7,1,6,0,100.0,1.12,,,,,,,,,0.00,0.00,,,0.000
김한별,24, 3B,,2,0,1.1,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.04,,,0.000
윤지웅,19, P,,13,0,12.2,2,1,1,0,100.0,1.42,,,,,,,,,0.00,0.00,,,0.000
모창민,20, 3B,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,,,0.000
신민혁,22, P,,26,23,118.1,22,9,13,0,100.0,1.67,,,,,,,,,0.00,,,,0.000
최정원,23, LF,,1,0,1.0,1,1,0,0,100.0,9.00,0.21,,0.00,,,,,,0.21,0.78,,,0.021
김건태,20, P,,32,0,35.0,2,0,2,0,100.0,0.51,,,,,,,,,0.00,0.00,,,0.000
채지선,23, P,,2,0,2.2,1,1,0,0,100.0,3.38,,,,,,,,,0.00,0.00,,,0.000
배민서,21, P,,32,2,40.0,8,3,4,1,87.5,1.58,,,,,,,,,0.00,0.00,,,0.000
홍성무,19, P,,15,0,14.1,3,1,1,1,66.7,1.26,,,,,,,,,0.00,0.00,,,0.000
원종현,22, P,,67,0,63.1,13,3,8,2,84.6,1.56,,,,,,,,,0.00,0.00,,,0.000
김수윤,23, 1B,,4,0,4.1,7,7,0,0,100.0,14.54,-0.10,,0.01,,,,,,-0.09,-0.80,,,-0.009
임창민,21, P,,46,0,40.1,8,3,5,0,100.0,1.79,,,,,,,,,0.00,0.00,,,0.000
한재승,22, P,,12,0,10.2,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
송명기,24, P,,12,0,16.1,1,0,1,0,100.0,0.55,,,,,,,,,0.00,0.00,,,0.000
원종현,19, P,,60,0,60.0,11,3,7,1,90.9,1.50,,,,,,,,,0.00,0.00,,,0.000
한석현,23, RF,,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.01,,,0.000
이재학,19, P,,24,23,129.2,23,5,16,2,91.3,1.46,,,,,,,,,0.00,,,,0.000
배민서,20, P,,13,0,13.1,3,2,1,0,100.0,2.03,,,,,,,,,0.00,0.00,,,0.000
배민서,23, P,,6,0,6.2,2,2,0,0,100.0,2.70,,,,,,,,,0.00,,,,0.000
손정욱,21, P,,15,0,12.1,1,1,0,0,100.0,0.73,,,,,,,,,0.00,,,,0.000
도태훈,21, SS,,1,0,2.0,2,1,1,0,100.0,9.00,0.34,,0.00,,,,,,0.35,0.65,,,0.033
한재승,24, P,,30,0,27.0,6,2,4,0,100.0,2.00,,,,,,,,,0.00,0.00,,,0.000
이용찬,22, P,,58,0,60.2,9,2,6,1,88.9,1.19,,,,,,,,,0.00,0.00,,,0.000
장현식,20, P,,9,0,9.2,3,2,1,0,100.0,2.79,,,,,,,,,0.00,0.00,,,0.000
김태현,21, P,,6,0,5.1,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
도태훈,24, SS,,1,0,1.0,0,0,0,0,,0.00,-0.01,,0.00,,,,,,-0.01,-0.02,,,-0.001
배재환,20, P,,51,0,43.0,8,4,4,0,100.0,1.67,,,,,,,,,0.00,0.00,,,0.000
강윤구,21, P,,1,1,2.0,0,0,0,0,,0.00,,,,,,,,,0.00,0.00,,,0.000
김영규,24, P,,24,0,23.1,10,2,7,1,90.0,3.47,,,,,,,,,0.00,,,,0.000
