이름,연도,포지션,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,Total RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS
김기환,21, LF,0.077,55,37,318.0,76,73,1,2,97.4,2.09,3.53,-0.55,-0.71,,,,,,2.27,5.26,-1.46,0.81,0.217
서호철,24, 3B,0.076,59,57,476.1,139,42,91,6,95.7,2.51,1.22,,-0.21,0.15,-0.36,,,,0.80,1.90,0.00,0.80,0.076
나성범,19, CF,0.076,19,18,160.1,45,44,1,0,100.0,2.53,0.87,-0.30,0.20,,,,,,0.78,4.88,0.00,0.78,0.076
손아섭,23, RF,0.076,49,43,343.1,76,73,1,2,97.4,1.94,2.95,0.10,-0.31,,,,,,2.74,2.82,-1.95,0.79,0.265
오영수,24, 1B,0.073,10,6,49.2,53,49,4,0,100.0,9.60,1.10,,0.11,,,,,,1.21,8.73,-0.44,0.77,0.115
김한별,23, 2B,0.069,29,1,49.2,20,6,13,1,95.0,3.44,0.91,,-0.32,,,,,,0.60,1.09,0.12,0.72,0.058
김형준,20, C,0.067,38,13,164.1,153,142,10,1,99.3,8.32,0.41,,0.03,,0.09,0.07,-1.19,-0.27,-0.87,-2.84,1.63,0.76,-0.077
김기환,22, RF,0.067,11,0,23.1,5,5,0,0,100.0,1.93,0.56,0.17,0.04,,,,,,0.77,1.52,-0.09,0.68,0.075
김성욱,23, RF,0.066,45,5,119.2,24,23,1,0,100.0,1.81,-0.17,1.04,0.24,,,,,,1.10,1.71,-0.42,0.68,0.107
유영준,19, 1B,0.066,2,1,8.0,13,12,1,0,100.0,14.63,0.70,,0.01,,,,,,0.71,34.15,-0.04,0.67,0.070
이인혁,19, CF,0.064,2,0,5.0,3,3,0,0,100.0,5.40,0.99,-0.35,0.01,,,,,,0.65,15.62,0.00,0.65,0.064
박영빈,23, CF,0.063,15,0,25.0,8,8,0,0,100.0,2.88,0.53,0.09,0.03,,,,,,0.66,2.30,0.00,0.66,0.063
이재율,20, LF,0.063,8,1,13.0,4,4,0,0,100.0,2.77,0.69,0.04,0.02,,,,,,0.75,4.32,-0.04,0.71,0.066
이명기,19, LF,0.058,46,35,302.1,75,75,0,0,100.0,2.23,2.16,-0.32,0.29,,,,,,2.14,2.21,-1.54,0.60,0.209
김민수,21, 3B,0.058,7,1,17.0,3,0,3,0,100.0,1.59,0.59,,0.01,,,,,,0.60,12.41,0.00,0.60,0.058
김성욱,19, RF,0.057,15,3,46.1,11,11,0,0,100.0,2.14,0.67,-0.01,0.08,,,,,,0.74,0.92,-0.16,0.58,0.072
지석훈,21, SS,0.056,12,1,31.0,14,1,13,0,100.0,4.06,-0.66,,0.05,1.01,,,,,0.40,2.07,0.18,0.58,0.039
김찬형,19, 2B,0.055,8,0,14.0,10,2,8,0,100.0,6.43,0.75,,0.02,-0.24,,,,,0.52,0.99,0.04,0.56,0.051
이재율,21, CF,0.053,5,0,15.0,4,4,0,0,100.0,2.40,0.64,-0.10,0.02,,,,,,0.55,3.45,0.00,0.55,0.053
김준완,21, CF,0.050,9,0,13.0,4,4,0,0,100.0,2.77,0.31,0.19,0.01,,,,,,0.52,5.78,0.00,0.52,0.050
이상호,20, 2B,0.050,25,4,79.0,41,18,23,0,100.0,4.67,0.53,,0.07,-0.29,,,,,0.31,0.55,0.25,0.56,0.027
김수윤,24, 1B,0.045,3,0,12.0,10,9,1,0,100.0,7.50,0.52,,0.03,,,,,,0.55,15.85,-0.08,0.47,0.052
도태훈,24, 2B,0.044,14,8,73.0,48,17,30,1,97.9,5.79,0.62,,-0.24,-0.21,,,,,0.16,0.59,0.30,0.46,0.015
도태훈,24, 3B,0.043,13,2,45.2,18,3,14,1,94.4,3.35,1.31,,-0.33,-0.53,,,,,0.46,1.64,0.00,0.46,0.043
김성욱,20, LF,0.040,12,2,30.2,13,13,0,0,100.0,3.82,0.19,0.32,0.04,,,,,,0.55,0.76,-0.10,0.45,0.049
이명기,19, CF,0.037,19,17,131.0,39,36,2,1,97.4,2.61,0.05,0.65,-0.33,,,,,,0.38,0.39,0.00,0.38,0.037
최정원,21, CF,0.037,4,0,5.0,3,3,0,0,100.0,5.40,0.38,,0.01,,,,,,0.38,0.77,0.00,0.38,0.037
이상호,19, 1B,0.035,38,17,181.1,192,173,17,2,99.0,9.43,1.70,,0.17,,,,,,1.87,2.65,-1.52,0.35,0.183
김태진,20, CF,0.035,3,0,3.0,1,1,0,0,100.0,3.00,0.39,,0.00,,,,,,0.39,0.69,0.00,0.39,0.035
김태진,19, RF,0.034,3,1,8.0,3,3,0,0,100.0,3.38,0.36,,0.01,,,,,,0.38,0.44,-0.03,0.35,0.037
오태양,22, CF,0.033,4,0,5.0,1,1,0,0,100.0,1.80,0.15,0.18,0.01,,,,,,0.33,3.21,0.00,0.33,0.033
김세훈,24, 2B,0.033,1,1,7.0,1,1,0,0,100.0,1.29,0.51,,0.02,-0.21,,,,,0.32,7.76,0.02,0.34,0.031
강진성,20, LF,0.032,5,1,12.0,3,3,0,0,100.0,2.25,0.43,-0.02,0.02,,,,,,0.42,0.50,-0.06,0.36,0.037
박헌욱,19, RF,0.031,3,1,10.0,4,4,0,0,100.0,3.60,0.33,0.00,0.02,,,,,,0.35,8.41,-0.03,0.32,0.034
박준영,20, 3B,0.031,2,1,10.0,4,2,2,0,100.0,3.60,0.35,,0.01,,,,,,0.35,1.60,0.00,0.35,0.031
모창민,21, 1B,0.029,3,2,16.0,16,15,1,0,100.0,9.00,0.41,,0.01,,,,,,0.42,20.25,-0.12,0.30,0.040
김휘집,24, SS,0.027,4,3,26.0,13,4,9,0,100.0,4.50,0.11,,0.10,-0.17,,,,,0.04,0.09,0.24,0.28,0.004
김기환,20, LF,0.026,2,0,5.0,1,1,0,0,100.0,1.80,0.16,0.14,0.01,,,,,,0.30,10.85,-0.01,0.29,0.027
정현,21, 3B,0.025,18,7,75.2,14,3,11,0,100.0,1.67,0.35,,0.06,-0.14,,,,,0.26,0.56,0.00,0.26,0.025
김준완,19, RF,0.024,3,3,26.0,7,7,0,0,100.0,2.42,0.39,-0.06,0.04,,,,,,0.37,6.73,-0.13,0.24,0.037
이재율,20, CF,0.024,10,0,18.0,8,8,0,0,100.0,4.00,0.46,-0.21,0.02,,,,,,0.27,1.55,0.00,0.27,0.024
권희동,21, RF,0.022,14,10,83.0,15,14,0,1,93.3,1.52,0.91,0.15,-0.38,,,,,,0.67,1.77,-0.44,0.23,0.064
박영빈,24, LF,0.022,4,0,8.0,1,1,0,0,100.0,1.13,0.26,-0.01,0.01,,,,,,0.26,6.24,-0.03,0.23,0.025
이상호,20, 1B,0.021,37,1,67.2,79,75,3,1,98.7,10.37,0.46,,0.06,,,,,,0.52,0.91,-0.28,0.24,0.046
윤형준,22, 1B,0.018,23,14,121.0,109,99,10,0,100.0,8.11,0.86,,0.09,,0.14,,,,1.09,4.47,-0.90,0.19,0.106
서호철,22, 1B,0.018,3,1,14.0,13,12,1,0,100.0,8.36,-0.19,,0.01,,0.49,,,,0.30,0.49,-0.12,0.18,0.030
최보성,23, 2B,0.018,2,0,4.0,1,0,1,0,100.0,2.25,0.16,,0.01,,,,,,0.17,2.09,0.01,0.18,0.017
박한결,23, LF,0.018,5,1,14.0,5,5,0,0,100.0,3.21,0.88,-0.64,0.03,,,,,,0.26,3.16,-0.08,0.18,0.025
김성욱,24, RF,0.017,7,2,24.0,2,2,0,0,100.0,0.75,0.50,-0.30,0.07,,,,,,0.27,0.65,-0.09,0.18,0.026
오장한,23, RF,0.016,3,1,9.0,2,2,0,0,100.0,2.00,0.07,0.13,0.02,,,,,,0.21,10.09,-0.04,0.17,0.020
서호철,23, SS,0.016,2,0,4.0,1,1,0,0,100.0,2.25,0.11,,0.01,,,,,,0.13,0.16,0.04,0.17,0.012
이명기,20, CF,0.015,4,2,19.0,8,8,0,0,100.0,3.79,-0.01,0.16,0.02,,,,,,0.17,0.18,0.00,0.17,0.015
권희동,22, RF,0.013,26,12,124.1,26,21,3,2,92.3,1.74,1.92,-0.49,-0.75,,,,,,0.68,1.19,-0.55,0.13,0.066
박세혁,24, C,0.012,30,14,141.1,133,122,9,2,98.5,8.34,0.43,,-0.45,,0.31,-0.12,-1.50,,-1.34,-5.34,1.46,0.13,-0.127
김준완,21, LF,0.012,1,1,7.0,3,3,0,0,100.0,3.86,0.51,-0.36,0.01,,,,,,0.16,1.75,-0.03,0.13,0.015
도태훈,20, 1B,0.012,2,0,2.0,3,3,0,0,100.0,13.50,0.15,,0.00,,,,,,0.15,1.99,-0.02,0.13,0.013
최우재,21, LF,0.011,1,0,2.0,1,1,0,0,100.0,4.50,0.13,,0.00,,,,,,0.13,9.37,-0.01,0.12,0.012
박석민,22, 3B,0.011,6,6,50.0,13,2,10,1,92.3,2.16,0.21,,0.04,-0.25,0.12,,,,0.12,1.06,0.00,0.12,0.011
박헌욱,19, CF,0.010,3,2,15.0,4,4,0,0,100.0,2.40,-0.37,0.45,0.02,,,,,,0.10,2.45,0.00,0.10,0.010
유영준,20, 3B,0.009,3,0,5.0,2,1,1,0,100.0,3.60,0.10,,0.00,,,,,,0.11,3.83,0.00,0.11,0.009
김준완,20, RF,0.009,24,9,95.2,21,19,2,0,100.0,1.98,-0.54,0.90,0.13,,,,,,0.49,1.57,-0.39,0.10,0.043
권희동,23, RF,0.009,7,4,37.0,8,8,0,0,100.0,1.95,0.58,-0.36,0.07,,,,,,0.29,0.44,-0.20,0.09,0.028
박준영,21, SS,0.006,59,38,343.0,158,62,90,6,96.2,3.99,-3.09,,0.55,-0.34,,,,,-2.88,-3.73,2.94,0.06,-0.275
강진성,20, RF,0.004,4,2,20.2,6,6,0,0,100.0,2.61,0.48,-0.38,0.03,,,,,,0.13,0.15,-0.08,0.05,0.011
김준완,20, LF,0.003,13,2,27.1,9,8,1,0,100.0,2.96,-0.21,0.29,0.04,,,,,,0.12,0.39,-0.09,0.03,0.011
이상호,20, SS,0.002,1,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,0.02,0.02,0.000
최승민,21, CF,0.001,16,4,55.0,20,20,0,0,100.0,3.27,0.72,-0.77,0.06,,,,,,0.02,0.05,0.00,0.02,0.001
정현,21, SS,0.001,1,0,1.0,0,0,0,0,,0.00,-0.01,,0.00,,,,,,-0.01,-0.01,0.02,0.01,-0.001
김철호,19, 2B,0.000,1,0,1.0,0,0,0,0,,0.00,-0.01,,0.00,,,,,,-0.01,-0.60,0.01,0.00,-0.001
전사민,23, P,0.000,9,0,17.0,7,3,3,1,85.7,3.18,,,,,,,,,0.00,0.00,0.00,0.00,0.000
최승민,22, LF,0.000,3,0,5.0,0,0,0,0,,0.00,0.00,,0.01,,,,,,0.01,0.02,-0.01,0.00,0.001
전민수,21, RF,0.000,4,0,5.0,0,0,0,0,,0.00,0.00,,0.01,,,,,,0.01,0.01,-0.01,0.00,0.001
김기환,21, RF,-0.001,2,0,2.0,0,0,0,0,,0.00,,,0.00,,,,,,0.00,0.01,-0.01,-0.01,0.000
강진성,21, RF,-0.001,1,0,1.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,-0.01,-0.01,0.000
노진혁,20, 1B,-0.002,2,0,3.0,3,3,0,0,100.0,9.00,,,0.00,,,,,,0.00,0.00,-0.02,-0.02,0.000
노진혁,21, 1B,-0.002,1,0,1.0,1,1,0,0,100.0,9.00,0.00,,0.00,,,,,,0.00,0.00,-0.02,-0.02,0.000
오태양,23, CF,-0.003,4,1,7.0,1,1,0,0,100.0,1.29,0.02,-0.06,0.01,,,,,,-0.03,-0.20,0.00,-0.03,-0.003
최정원,20, CF,-0.006,4,0,5.0,4,4,0,0,100.0,7.20,0.26,-0.33,0.01,,,,,,-0.07,-0.20,0.00,-0.07,-0.006
김한별,24, 2B,-0.008,6,0,9.0,3,3,0,0,100.0,3.00,-0.12,,0.03,,,,,,-0.09,-0.72,0.01,-0.08,-0.009
이원재,21, LF,-0.008,1,0,4.0,0,0,0,0,,0.00,-0.07,,0.00,,,,,,-0.06,-0.29,-0.02,-0.08,-0.006
서호철,20, 3B,-0.009,2,1,10.0,3,1,2,0,100.0,2.70,-0.10,,0.01,,,,,,-0.10,-7.09,0.00,-0.10,-0.009
윤수강,19, C,-0.009,2,0,6.0,5,4,0,1,80.0,6.00,0.00,,-0.48,,,,0.18,0.14,-0.16,-11.68,0.07,-0.09,-0.016
김준완,21, RF,-0.009,4,0,10.0,4,4,0,0,100.0,3.60,0.29,-0.34,0.01,,,,,,-0.04,-0.43,-0.06,-0.10,-0.004
권희동,24, CF,-0.010,3,3,18.1,6,6,0,0,100.0,2.95,0.12,-0.26,0.03,,,,,,-0.10,-0.24,0.00,-0.10,-0.010
나성범,19, RF,-0.010,5,5,41.1,5,5,0,0,100.0,1.09,-0.44,0.48,0.07,,,,,,0.11,0.66,-0.21,-0.10,0.010
오장한,23, LF,-0.013,1,1,8.0,2,2,0,0,100.0,2.25,-0.32,0.20,0.01,,,,,,-0.10,-4.99,-0.03,-0.13,-0.010
마티니,22, RF,-0.015,15,12,102.0,20,19,1,0,100.0,1.76,0.13,0.03,0.18,,,,,,0.34,0.35,-0.49,-0.15,0.033
이우성,19, RF,-0.017,2,0,4.0,0,0,0,0,,0.00,-0.17,,0.01,,,,,,-0.16,-0.38,-0.01,-0.17,-0.016
김주원,23, 2B,-0.020,6,0,15.0,20,10,9,1,95.0,11.40,-0.36,,-0.44,0.56,,,,,-0.25,-0.28,0.04,-0.21,-0.024
손아섭,23, LF,-0.020,9,9,66.1,16,16,0,0,100.0,2.17,-0.31,0.30,0.12,,,,,,0.12,0.12,-0.33,-0.21,0.012
