이름,연도,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
신영우,24, P,-0.15,4,2,2,2,0,0,0,1,0,0,9.1,11,11,10.15,52,9,3,0,0,15,2,0,6,0,0,1,10.61,10.61,9.79,9.55,8.21,2.57
손정욱,21, P,-0.16,15,0,15,1,0,0,1,0,0,0,12.1,9,9,12.45,61,17,2,3,1,7,0,0,8,0,0,1,6.57,6.57,9.09,8.70,4.87,1.95
강동연,21, P,-0.16,12,3,9,0,0,0,3,2,0,1,23.0,20,21,20.30,109,25,4,1,4,14,0,0,14,2,0,3,7.83,8.22,7.94,7.99,6.20,1.70
박진우,20, P,-0.17,43,1,42,8,0,0,2,2,0,7,43.0,25,29,31.25,194,47,7,0,2,13,6,1,22,4,0,0,5.23,6.07,6.54,6.27,4.57,1.40
이준호,23, P,-0.18,17,2,15,5,0,0,3,2,0,0,31.2,17,22,20.80,144,32,4,1,3,15,4,0,19,2,0,2,4.83,6.25,5.91,6.07,5.34,1.48
유원상,19, P,-0.20,15,1,14,10,0,0,0,3,1,0,20.2,12,15,17.75,93,21,5,1,2,9,1,0,14,3,0,1,5.23,6.53,7.73,7.08,4.77,1.45
임창민,20, P,-0.26,44,0,44,4,0,0,7,2,0,11,37.2,22,26,28.40,179,39,10,1,4,23,2,1,44,3,0,3,5.26,6.21,6.79,6.54,4.31,1.65
장현식,19, P,-0.26,53,0,53,6,0,0,5,4,0,9,54.2,28,31,35.00,246,58,7,1,9,23,4,0,49,2,0,6,4.61,5.10,5.76,5.52,5.06,1.48
정수민,19, P,-0.28,7,1,6,3,0,0,0,2,0,0,9.1,17,17,15.30,54,17,5,0,1,10,1,0,4,0,0,1,16.39,16.39,14.75,14.18,7.67,2.89
홍성무,20, P,-0.29,11,0,11,6,0,0,0,0,1,0,15.0,21,22,21.15,82,21,3,0,3,13,1,0,12,1,0,1,12.60,13.20,12.69,12.16,7.27,2.27
류진욱,24, P,-0.38,21,0,21,3,0,0,1,1,0,5,17.0,15,15,16.90,82,24,6,0,2,7,1,0,12,0,0,1,7.94,7.94,8.95,8.55,5.26,1.82
김건태,22, P,-0.40,16,0,16,2,0,0,0,0,0,0,18.1,9,15,16.00,86,22,7,0,2,12,2,2,16,1,0,1,4.42,7.36,7.85,7.68,4.93,1.85
이용준,22, P,-0.40,10,2,8,2,0,0,0,1,0,0,22.0,21,23,24.05,116,33,11,1,4,13,3,0,19,3,0,3,8.59,9.41,9.84,9.65,6.04,2.09
김진호,22, P,-0.41,36,0,36,8,0,0,4,0,1,0,42.2,29,30,30.90,196,53,6,0,7,20,1,0,35,2,0,10,6.12,6.33,6.52,6.48,5.21,1.71
최성영,24, P,-0.55,13,0,13,5,0,0,0,0,1,1,22.2,23,25,26.55,113,39,6,0,6,9,0,0,16,0,0,0,9.13,9.93,10.54,10.56,6.26,2.12
김진성,21, P,-0.63,42,0,42,6,0,0,2,4,1,9,37.2,30,34,34.00,174,43,10,0,7,18,1,3,37,2,0,2,7.17,8.12,8.12,7.94,5.00,1.62
